waktu,cuaca,kelembaban_min,kelembaban_max,kelembaban_mean,suhu_min,suhu_max,suhu_mean
Dini Hari,Berawan,70,95,82.5,24,31,27.5
Siang,Hujan Petir,70,95,82.5,24,31,27.5
Pagi,Berawan,70,95,82.5,24,31,27.5
Malam,Berawan,70,95,82.5,24,31,27.5
Dini Hari,Berawan,70,95,82.5,24,31,27.5
Siang,Hujan Petir,70,95,82.5,24,31,27.5
Pagi,Berawan,70,95,82.5,24,31,27.5
Malam,Berawan,70,95,82.5,24,31,27.5
Dini Hari,Berawan,70,95,82.5,24,31,27.5
Siang,Hujan Lokal,70,95,82.5,24,31,27.5
Pagi,Berawan,70,95,82.5,24,31,27.5
Malam,Hujan Lokal,70,95,82.5,24,31,27.5
Dini Hari,Berawan,70,95,82.5,24,31,27.5
Siang,Hujan Petir,70,95,82.5,24,31,27.5
Pagi,Berawan,70,95,82.5,24,31,27.5
Malam,Berawan,70,95,82.5,24,31,27.5
Dini Hari,Berawan,70,95,82.5,24,31,27.5
Siang,Cerah Berawan,65,100,82.5,24,31,27.5
Pagi,Hujan Lokal,65,100,82.5,24,31,27.5
Malam,Hujan Lokal,65,100,82.5,24,31,27.5
Dini Hari,Hujan Lokal,65,100,82.5,24,31,27.5
Siang,Cerah Berawan,65,100,82.5,24,31,27.5
Pagi,Hujan Lokal,65,100,82.5,24,31,27.5
Malam,Hujan Lokal,65,100,82.5,24,31,27.5
Dini Hari,Hujan Lokal,65,100,82.5,24,31,27.5
Siang,Berawan,65,100,82.5,24,31,27.5
Pagi,Berawan,65,100,82.5,24,31,27.5
Malam,Hujan Lokal,65,100,82.5,24,31,27.5
Dini Hari,Hujan Lokal,65,100,82.5,24,31,27.5
Siang,Hujan Lokal,65,100,82.5,24,31,27.5
Pagi,Berawan,65,100,82.5,24,31,27.5
Malam,Berawan,65,100,82.5,24,31,27.5
Dini Hari,Hujan Lokal,65,100,82.5,24,31,27.5
Siang,Berawan,65,100,82.5,24,31,27.5
Pagi,Berawan Tebal,65,100,82.5,24,31,27.5
Malam,Hujan Lokal,65,100,82.5,24,31,27.5
Dini Hari,Hujan Lokal,65,100,82.5,24,31,27.5
Siang,Hujan Lokal,65,100,82.5,24,31,27.5
Pagi,Berawan,65,100,82.5,24,31,27.5
Malam,Berawan,65,100,82.5,24,31,27.5
Dini Hari,Hujan Lokal,65,100,82.5,24,31,27.5
Siang,Cerah Berawan,75,100,87.5,23,32,27.5
Pagi,Cerah Berawan,75,100,87.5,23,32,27.5
Malam,Cerah Berawan,75,100,87.5,23,32,27.5
Dini Hari,Hujan Lokal,75,100,87.5,23,32,27.5
Siang,Berawan,75,100,87.5,23,32,27.5
Pagi,Cerah Berawan,75,100,87.5,23,32,27.5
Malam,Berawan,75,100,87.5,23,32,27.5
Dini Hari,Berawan,75,100,87.5,23,32,27.5
Siang,Hujan Lokal,75,100,87.5,23,32,27.5
Pagi,Cerah Berawan,75,100,87.5,23,32,27.5
Malam,Hujan Lokal,75,100,87.5,23,32,27.5
Dini Hari,Berawan,75,100,87.5,23,32,27.5
Siang,Hujan Petir,75,100,87.5,23,32,27.5
Pagi,Cerah Berawan,75,100,87.5,23,32,27.5
Malam,Hujan Lokal,75,100,87.5,23,32,27.5
Dini Hari,Berawan,75,100,87.5,23,32,27.5
Siang,Hujan Lokal,75,100,87.5,23,32,27.5
Pagi,Cerah Berawan,75,100,87.5,23,32,27.5
Malam,Berawan,75,100,87.5,23,32,27.5
Dini Hari,Berawan,75,100,87.5,23,32,27.5
Siang,Hujan Lokal,75,100,87.5,23,32,27.5
Pagi,Cerah Berawan,75,100,87.5,23,32,27.5
Malam,Berawan,75,100,87.5,23,32,27.5
Dini Hari,Berawan,75,100,87.5,23,32,27.5
Siang,Berawan,70,95,82.5,23,31,27.0
Pagi,Berawan,70,95,82.5,23,31,27.0
Malam,Hujan Lokal,70,95,82.5,23,31,27.0
Dini Hari,Hujan Lokal,70,95,82.5,23,31,27.0
Siang,Hujan Lokal,70,95,82.5,23,31,27.0
Pagi,Berawan,70,95,82.5,23,31,27.0
Malam,Berawan,70,95,82.5,23,31,27.0
Dini Hari,Berawan,70,95,82.5,23,31,27.0
Siang,Hujan Ringan,70,95,82.5,23,31,27.0
Pagi,Berawan,70,95,82.5,23,31,27.0
Malam,Berawan,70,95,82.5,23,31,27.0
Dini Hari,Berawan,70,95,82.5,23,31,27.0
Siang,Hujan Ringan,70,95,82.5,23,31,27.0
Pagi,Berawan,70,95,82.5,23,31,27.0
Malam,Berawan,70,95,82.5,23,31,27.0
Dini Hari,Berawan,70,95,82.5,23,31,27.0
Siang,Hujan Ringan,70,95,82.5,23,31,27.0
Pagi,Berawan,70,95,82.5,23,31,27.0
Malam,Berawan,70,95,82.5,23,31,27.0
Dini Hari,Berawan,70,95,82.5,23,31,27.0
Siang,Hujan Ringan,70,95,82.5,23,31,27.0
Pagi,Berawan,70,95,82.5,23,31,27.0
Malam,Berawan,70,95,82.5,23,31,27.0
Dini Hari,Berawan,70,95,82.5,23,31,27.0
Siang,Berawan,75,95,85.0,24,30,27.0
Pagi,Hujan Lokal,75,95,85.0,24,30,27.0
Malam,Hujan Lokal,75,95,85.0,24,30,27.0
Dini Hari,Berawan,75,95,85.0,24,30,27.0
Siang,Berawan,75,95,85.0,24,30,27.0
Pagi,Berawan,75,95,85.0,24,30,27.0
Malam,Berawan,75,95,85.0,24,30,27.0
Dini Hari,Berawan,75,95,85.0,24,30,27.0
Siang,Hujan Ringan,75,95,85.0,24,30,27.0
Pagi,Berawan,75,95,85.0,24,30,27.0
Malam,Berawan,75,95,85.0,24,30,27.0
Dini Hari,Berawan,75,95,85.0,24,30,27.0
Siang,Hujan Ringan,75,95,85.0,24,30,27.0
Pagi,Berawan,75,95,85.0,24,30,27.0
Malam,Berawan,75,95,85.0,24,30,27.0
Dini Hari,Berawan,75,95,85.0,24,30,27.0
Siang,Hujan Lokal,75,95,85.0,24,30,27.0
Pagi,Berawan,75,95,85.0,24,30,27.0
Malam,Berawan,75,95,85.0,24,30,27.0
Dini Hari,Berawan,75,95,85.0,24,30,27.0
Siang,Hujan Ringan,75,95,85.0,24,30,27.0
Pagi,Berawan,75,95,85.0,24,30,27.0
Malam,Berawan,75,95,85.0,24,30,27.0
Dini Hari,Berawan,75,95,85.0,24,30,27.0
Siang,Berawan,75,95,85.0,24,30,27.0
Pagi,Berawan,75,95,85.0,24,30,27.0
Malam,Hujan Ringan,75,95,85.0,24,30,27.0
Dini Hari,Hujan Lokal,75,95,85.0,24,30,27.0
Siang,Berawan,75,95,85.0,24,30,27.0
Pagi,Berawan,75,95,85.0,24,30,27.0
Malam,Hujan Ringan,75,95,85.0,24,30,27.0
Dini Hari,Hujan Lokal,75,95,85.0,24,30,27.0
Siang,Hujan Ringan,75,95,85.0,24,30,27.0
Pagi,Berawan,75,95,85.0,24,30,27.0
Malam,Hujan Lokal,75,95,85.0,24,30,27.0
Dini Hari,Hujan Lokal,75,95,85.0,24,30,27.0
Siang,Hujan Ringan,75,95,85.0,24,30,27.0
Pagi,Berawan,75,95,85.0,24,30,27.0
Malam,Hujan Lokal,75,95,85.0,24,30,27.0
Dini Hari,Hujan Lokal,75,95,85.0,24,30,27.0
Siang,Berawan,75,95,85.0,24,30,27.0
Pagi,Berawan,75,95,85.0,24,30,27.0
Malam,Cerah Berawan,75,95,85.0,24,30,27.0
Dini Hari,Hujan Lokal,75,95,85.0,24,30,27.0
Siang,Hujan Ringan,75,95,85.0,24,30,27.0
Pagi,Berawan,75,95,85.0,24,30,27.0
Malam,Cerah Berawan,75,95,85.0,24,30,27.0
Dini Hari,Hujan Lokal,75,95,85.0,24,30,27.0
Siang,Hujan Lokal,65,95,80.0,24,31,27.5
Pagi,Berawan,65,95,80.0,24,31,27.5
Malam,Berawan,65,95,80.0,24,31,27.5
Dini Hari,Hujan Lokal,65,95,80.0,24,31,27.5
Siang,Hujan Lokal,65,95,80.0,24,31,27.5
Pagi,Berawan,65,95,80.0,24,31,27.5
Malam,Berawan,65,95,80.0,24,31,27.5
Dini Hari,Berawan,65,95,80.0,24,31,27.5
Siang,Hujan Lokal,65,95,80.0,24,31,27.5
Pagi,Berawan,65,95,80.0,24,31,27.5
Malam,Berawan,65,95,80.0,24,31,27.5
Dini Hari,Berawan,65,95,80.0,24,31,27.5
Siang,Hujan Lokal,65,95,80.0,24,31,27.5
Pagi,Berawan,65,95,80.0,24,31,27.5
Malam,Berawan,65,95,80.0,24,31,27.5
Dini Hari,Berawan,65,95,80.0,24,31,27.5
Siang,Hujan Lokal,65,95,80.0,24,31,27.5
Pagi,Berawan,65,95,80.0,24,31,27.5
Malam,Berawan,65,95,80.0,24,31,27.5
Dini Hari,Berawan,65,95,80.0,24,31,27.5
Siang,Hujan Lokal,65,95,80.0,24,31,27.5
Pagi,Berawan,65,95,80.0,24,31,27.5
Malam,Hujan Lokal,65,95,80.0,24,31,27.5
Dini Hari,Berawan,65,95,80.0,24,31,27.5
Siang,Cerah Berawan,70,100,85.0,23,32,27.5
Pagi,Hujan Lokal,70,100,85.0,23,32,27.5
Malam,Hujan Lokal,70,100,85.0,23,32,27.5
Dini Hari,Hujan Lokal,70,100,85.0,23,32,27.5
Siang,Cerah Berawan,70,100,85.0,23,32,27.5
Pagi,Berawan,70,100,85.0,23,32,27.5
Malam,Hujan Lokal,70,100,85.0,23,32,27.5
Dini Hari,Hujan Lokal,70,100,85.0,23,32,27.5
Siang,Hujan Ringan,70,100,85.0,23,32,27.5
Pagi,Berawan,70,100,85.0,23,32,27.5
Malam,Berawan,70,100,85.0,23,32,27.5
Dini Hari,Cerah Berawan,70,100,85.0,23,32,27.5
Siang,Hujan Lokal,70,100,85.0,23,32,27.5
Pagi,Berawan,70,100,85.0,23,32,27.5
Malam,Berawan,70,100,85.0,23,32,27.5
Dini Hari,Cerah Berawan,70,100,85.0,23,32,27.5
Siang,Cerah Berawan,70,100,85.0,23,32,27.5
Pagi,Berawan,70,100,85.0,23,32,27.5
Malam,Berawan,70,100,85.0,23,32,27.5
Dini Hari,Cerah Berawan,70,100,85.0,23,32,27.5
Siang,Hujan Lokal,70,100,85.0,23,32,27.5
Pagi,Hujan Lokal,70,100,85.0,23,32,27.5
Malam,Cerah Berawan,70,100,85.0,23,32,27.5
Dini Hari,Hujan Lokal,70,100,85.0,23,32,27.5
Siang,Hujan Ringan,85,95,90.0,23,31,27.0
Pagi,Hujan Petir,85,95,90.0,23,31,27.0
Malam,Hujan Lokal,85,95,90.0,23,31,27.0
Dini Hari,Berawan Tebal,85,95,90.0,23,31,27.0
Siang,Hujan Ringan,85,95,90.0,23,31,27.0
Pagi,Hujan Ringan,85,95,90.0,23,31,27.0
Malam,Berawan Tebal,85,95,90.0,23,31,27.0
Dini Hari,Berawan Tebal,85,95,90.0,23,31,27.0
Siang,Hujan Ringan,85,95,90.0,23,31,27.0
Pagi,Hujan Ringan,85,95,90.0,23,31,27.0
Malam,Berawan Tebal,85,95,90.0,23,31,27.0
Dini Hari,Berawan Tebal,85,95,90.0,23,31,27.0
Siang,Hujan Ringan,85,95,90.0,23,31,27.0
Pagi,Hujan Ringan,85,95,90.0,23,31,27.0
Malam,Berawan Tebal,85,95,90.0,23,31,27.0
Dini Hari,Berawan Tebal,85,95,90.0,23,31,27.0
Siang,Hujan Ringan,85,95,90.0,23,31,27.0
Pagi,Berawan Tebal,85,95,90.0,23,31,27.0
Malam,Berawan Tebal,85,95,90.0,23,31,27.0
Dini Hari,Berawan Tebal,85,95,90.0,23,31,27.0
Siang,Hujan Ringan,85,95,90.0,23,31,27.0
Pagi,Berawan Tebal,85,95,90.0,23,31,27.0
Malam,Berawan Tebal,85,95,90.0,23,31,27.0
Dini Hari,Berawan Tebal,85,95,90.0,23,31,27.0
Siang,Cerah Berawan,80,100,90.0,23,30,26.5
Pagi,Hujan Lokal,80,100,90.0,23,30,26.5
Malam,Berawan,80,100,90.0,23,30,26.5
Dini Hari,Hujan Lokal,80,100,90.0,23,30,26.5
Siang,Hujan Lokal,80,100,90.0,23,30,26.5
Pagi,Hujan Lokal,80,100,90.0,23,30,26.5
Malam,Berawan,80,100,90.0,23,30,26.5
Dini Hari,Hujan Lokal,80,100,90.0,23,30,26.5
Siang,Hujan Petir,80,100,90.0,23,30,26.5
Pagi,Hujan Ringan,80,100,90.0,23,30,26.5
Malam,Berawan,80,100,90.0,23,30,26.5
Dini Hari,Hujan Lokal,80,100,90.0,23,30,26.5
Siang,Hujan Petir,80,100,90.0,23,30,26.5
Pagi,Hujan Ringan,80,100,90.0,23,30,26.5
Malam,Berawan,80,100,90.0,23,30,26.5
Dini Hari,Hujan Lokal,80,100,90.0,23,30,26.5
Siang,Hujan Lokal,80,100,90.0,23,30,26.5
Pagi,Hujan Ringan,80,100,90.0,23,30,26.5
Malam,Berawan,80,100,90.0,23,30,26.5
Dini Hari,Hujan Lokal,80,100,90.0,23,30,26.5
Siang,Hujan Lokal,80,100,90.0,23,30,26.5
Pagi,Hujan Ringan,80,100,90.0,23,30,26.5
Malam,Berawan,80,100,90.0,23,30,26.5
Dini Hari,Hujan Lokal,80,100,90.0,23,30,26.5
Siang,Berawan,65,90,77.5,23,32,27.5
Pagi,Berawan,65,90,77.5,23,32,27.5
Malam,Berawan,65,90,77.5,23,32,27.5
Dini Hari,Hujan Lokal,65,90,77.5,23,32,27.5
Siang,Berawan,65,90,77.5,23,32,27.5
Pagi,Berawan,65,90,77.5,23,32,27.5
Malam,Berawan,65,90,77.5,23,32,27.5
Dini Hari,Berawan,65,90,77.5,23,32,27.5
Siang,Hujan Lokal,65,90,77.5,23,32,27.5
Pagi,Hujan Lokal,65,90,77.5,23,32,27.5
Malam,Berawan,65,90,77.5,23,32,27.5
Dini Hari,Berawan,65,90,77.5,23,32,27.5
Siang,Hujan Lokal,65,90,77.5,23,32,27.5
Pagi,Hujan Lokal,65,90,77.5,23,32,27.5
Malam,Berawan,65,90,77.5,23,32,27.5
Dini Hari,Berawan,65,90,77.5,23,32,27.5
Siang,Berawan,65,90,77.5,23,32,27.5
Pagi,Berawan,65,90,77.5,23,32,27.5
Malam,Berawan,65,90,77.5,23,32,27.5
Dini Hari,Berawan,65,90,77.5,23,32,27.5
Siang,Hujan Lokal,65,90,77.5,23,32,27.5
Pagi,Berawan,65,90,77.5,23,32,27.5
Malam,Berawan,65,90,77.5,23,32,27.5
Dini Hari,Berawan,65,90,77.5,23,32,27.5
Siang,Berawan Tebal,75,95,85.0,23,31,27.0
Pagi,Berawan Tebal,75,95,85.0,23,31,27.0
Malam,Hujan Lokal,75,95,85.0,23,31,27.0
Dini Hari,Berawan,75,95,85.0,23,31,27.0
Siang,Berawan Tebal,75,95,85.0,23,31,27.0
Pagi,Berawan Tebal,75,95,85.0,23,31,27.0
Malam,Berawan Tebal,75,95,85.0,23,31,27.0
Dini Hari,Berawan,75,95,85.0,23,31,27.0
Siang,Berawan Tebal,75,95,85.0,23,31,27.0
Pagi,Berawan Tebal,75,95,85.0,23,31,27.0
Malam,Berawan Tebal,75,95,85.0,23,31,27.0
Dini Hari,Berawan,75,95,85.0,23,31,27.0
Siang,Berawan Tebal,75,95,85.0,23,31,27.0
Pagi,Berawan Tebal,75,95,85.0,23,31,27.0
Malam,Hujan Lokal,75,95,85.0,23,31,27.0
Dini Hari,Berawan,75,95,85.0,23,31,27.0
Siang,Berawan Tebal,75,95,85.0,23,31,27.0
Pagi,Berawan Tebal,75,95,85.0,23,31,27.0
Malam,Berawan Tebal,75,95,85.0,23,31,27.0
Dini Hari,Berawan,75,95,85.0,23,31,27.0
Siang,Berawan Tebal,75,95,85.0,23,31,27.0
Pagi,Berawan Tebal,75,95,85.0,23,31,27.0
Malam,Hujan Lokal,75,95,85.0,23,31,27.0
Dini Hari,Cerah Berawan,75,95,85.0,23,31,27.0
Siang,Cerah Berawan,70,95,82.5,23,31,27.0
Pagi,Hujan Lokal,70,95,82.5,23,31,27.0
Malam,Berawan,70,95,82.5,23,31,27.0
Dini Hari,Hujan Sedang,70,95,82.5,23,31,27.0
Siang,Cerah Berawan,70,95,82.5,23,31,27.0
Pagi,Hujan Lokal,70,95,82.5,23,31,27.0
Malam,Cerah Berawan,70,95,82.5,23,31,27.0
Dini Hari,Hujan Lokal,70,95,82.5,23,31,27.0
Siang,Hujan Ringan,70,95,82.5,23,31,27.0
Pagi,Berawan,70,95,82.5,23,31,27.0
Malam,Cerah Berawan,70,95,82.5,23,31,27.0
Dini Hari,Berawan,70,95,82.5,23,31,27.0
Siang,Hujan Ringan,70,95,82.5,23,31,27.0
Pagi,Berawan,70,95,82.5,23,31,27.0
Malam,Cerah Berawan,70,95,82.5,23,31,27.0
Dini Hari,Berawan,70,95,82.5,23,31,27.0
Siang,Cerah Berawan,70,95,82.5,23,31,27.0
Pagi,Berawan,70,95,82.5,23,31,27.0
Malam,Cerah Berawan,70,95,82.5,23,31,27.0
Dini Hari,Hujan Lokal,70,95,82.5,23,31,27.0
Siang,Hujan Lokal,70,95,82.5,23,31,27.0
Pagi,Hujan Lokal,70,95,82.5,23,31,27.0
Malam,Cerah Berawan,70,95,82.5,23,31,27.0
Dini Hari,Berawan,70,95,82.5,23,31,27.0
Siang,Berawan,75,95,85.0,24,31,27.5
Pagi,Hujan Lokal,75,95,85.0,24,31,27.5
Malam,Hujan Lokal,75,95,85.0,24,31,27.5
Dini Hari,Hujan Lokal,75,95,85.0,24,31,27.5
Siang,Hujan Lokal,75,95,85.0,24,31,27.5
Pagi,Berawan,75,95,85.0,24,31,27.5
Malam,Hujan Lokal,75,95,85.0,24,31,27.5
Dini Hari,Hujan Lokal,75,95,85.0,24,31,27.5
Siang,Hujan Petir,75,95,85.0,24,31,27.5
Pagi,Berawan,75,95,85.0,24,31,27.5
Malam,Berawan,75,95,85.0,24,31,27.5
Dini Hari,Berawan,75,95,85.0,24,31,27.5
Siang,Hujan Petir,75,95,85.0,24,31,27.5
Pagi,Berawan,75,95,85.0,24,31,27.5
Malam,Berawan,75,95,85.0,24,31,27.5
Dini Hari,Berawan,75,95,85.0,24,31,27.5
Siang,Hujan Lokal,75,95,85.0,24,31,27.5
Pagi,Berawan,75,95,85.0,24,31,27.5
Malam,Berawan,75,95,85.0,24,31,27.5
Dini Hari,Berawan,75,95,85.0,24,31,27.5
Siang,Hujan Lokal,75,95,85.0,24,31,27.5
Pagi,Berawan,75,95,85.0,24,31,27.5
Malam,Hujan Lokal,75,95,85.0,24,31,27.5
Dini Hari,Berawan,75,95,85.0,24,31,27.5
Siang,Berawan,80,95,87.5,23,28,25.5
Pagi,Hujan Lokal,80,95,87.5,23,28,25.5
Malam,Berawan,80,95,87.5,23,28,25.5
Dini Hari,Hujan Lokal,80,95,87.5,23,28,25.5
Siang,Hujan Ringan,80,95,87.5,23,28,25.5
Pagi,Hujan Ringan,80,95,87.5,23,28,25.5
Malam,Cerah Berawan,80,95,87.5,23,28,25.5
Dini Hari,Berawan,80,95,87.5,23,28,25.5
Siang,Hujan Petir,80,95,87.5,23,28,25.5
Pagi,Berawan,80,95,87.5,23,28,25.5
Malam,Cerah Berawan,80,95,87.5,23,28,25.5
Dini Hari,Berawan,80,95,87.5,23,28,25.5
Siang,Hujan Petir,80,95,87.5,23,28,25.5
Pagi,Berawan,80,95,87.5,23,28,25.5
Malam,Hujan Ringan,80,95,87.5,23,28,25.5
Dini Hari,Berawan,80,95,87.5,23,28,25.5
Siang,Hujan Lokal,80,95,87.5,23,28,25.5
Pagi,Hujan Ringan,80,95,87.5,23,28,25.5
Malam,Hujan Ringan,80,95,87.5,23,28,25.5
Dini Hari,Berawan,80,95,87.5,23,28,25.5
Siang,Hujan Sedang,80,95,87.5,23,28,25.5
Pagi,Hujan Ringan,80,95,87.5,23,28,25.5
Malam,Cerah Berawan,80,95,87.5,23,28,25.5
Dini Hari,Berawan,80,95,87.5,23,28,25.5
Siang,Hujan Petir,80,100,90.0,23,29,26.0
Pagi,Hujan Petir,80,100,90.0,23,29,26.0
Malam,Hujan Sedang,80,100,90.0,23,29,26.0
Dini Hari,Hujan Sedang,80,100,90.0,23,29,26.0
Siang,Hujan Ringan,80,100,90.0,23,29,26.0
Pagi,Hujan Ringan,80,100,90.0,23,29,26.0
Malam,Hujan Sedang,80,100,90.0,23,29,26.0
Dini Hari,Hujan Sedang,80,100,90.0,23,29,26.0
Siang,Hujan Sedang,80,100,90.0,23,29,26.0
Pagi,Hujan Ringan,80,100,90.0,23,29,26.0
Malam,Hujan Sedang,80,100,90.0,23,29,26.0
Dini Hari,Hujan Ringan,80,100,90.0,23,29,26.0
Siang,Hujan Ringan,80,100,90.0,23,29,26.0
Pagi,Hujan Ringan,80,100,90.0,23,29,26.0
Malam,Hujan Sedang,80,100,90.0,23,29,26.0
Dini Hari,Hujan Ringan,80,100,90.0,23,29,26.0
Siang,Hujan Ringan,80,100,90.0,23,29,26.0
Pagi,Hujan Ringan,80,100,90.0,23,29,26.0
Malam,Hujan Sedang,80,100,90.0,23,29,26.0
Dini Hari,Hujan Ringan,80,100,90.0,23,29,26.0
Siang,Hujan Ringan,80,100,90.0,23,29,26.0
Pagi,Hujan Ringan,80,100,90.0,23,29,26.0
Malam,Hujan Sedang,80,100,90.0,23,29,26.0
Dini Hari,Hujan Ringan,80,100,90.0,23,29,26.0
Siang,Cerah Berawan,75,95,85.0,23,28,25.5
Pagi,Cerah Berawan,75,95,85.0,23,28,25.5
Malam,Hujan Sedang,75,95,85.0,23,28,25.5
Dini Hari,Hujan Sedang,75,95,85.0,23,28,25.5
Siang,Cerah Berawan,75,95,85.0,23,28,25.5
Pagi,Berawan,75,95,85.0,23,28,25.5
Malam,Hujan Ringan,75,95,85.0,23,28,25.5
Dini Hari,Berawan,75,95,85.0,23,28,25.5
Siang,Hujan Sedang,75,95,85.0,23,28,25.5
Pagi,Berawan,75,95,85.0,23,28,25.5
Malam,Cerah Berawan,75,95,85.0,23,28,25.5
Dini Hari,Berawan,75,95,85.0,23,28,25.5
Siang,Hujan Sedang,75,95,85.0,23,28,25.5
Pagi,Berawan,75,95,85.0,23,28,25.5
Malam,Cerah Berawan,75,95,85.0,23,28,25.5
Dini Hari,Berawan,75,95,85.0,23,28,25.5
Siang,Hujan Lokal,75,95,85.0,23,28,25.5
Pagi,Berawan,75,95,85.0,23,28,25.5
Malam,Hujan Ringan,75,95,85.0,23,28,25.5
Dini Hari,Berawan,75,95,85.0,23,28,25.5
Siang,Hujan Lokal,75,95,85.0,23,28,25.5
Pagi,Berawan,75,95,85.0,23,28,25.5
Malam,Hujan Ringan,75,95,85.0,23,28,25.5
Dini Hari,Berawan,75,95,85.0,23,28,25.5
Siang,Hujan Lokal,70,90,80.0,24,31,27.5
Pagi,Hujan Petir,70,90,80.0,24,31,27.5
Malam,Hujan Lokal,70,90,80.0,24,31,27.5
Dini Hari,Hujan Lokal,70,90,80.0,24,31,27.5
Siang,Hujan Lokal,70,90,80.0,24,31,27.5
Pagi,Berawan,70,90,80.0,24,31,27.5
Malam,Hujan Lokal,70,90,80.0,24,31,27.5
Dini Hari,Berawan Tebal,70,90,80.0,24,31,27.5
Siang,Hujan Lokal,70,90,80.0,24,31,27.5
Pagi,Berawan,70,90,80.0,24,31,27.5
Malam,Cerah Berawan,70,90,80.0,24,31,27.5
Dini Hari,Berawan,70,90,80.0,24,31,27.5
Siang,Hujan Lokal,70,90,80.0,24,31,27.5
Pagi,Berawan,70,90,80.0,24,31,27.5
Malam,Cerah Berawan,70,90,80.0,24,31,27.5
Dini Hari,Berawan,70,90,80.0,24,31,27.5
Siang,Hujan Lokal,70,90,80.0,24,31,27.5
Pagi,Berawan,70,90,80.0,24,31,27.5
Malam,Hujan Lokal,70,90,80.0,24,31,27.5
Dini Hari,Berawan,70,90,80.0,24,31,27.5
Siang,Hujan Lokal,70,90,80.0,24,31,27.5
Pagi,Berawan,70,90,80.0,24,31,27.5
Malam,Hujan Lokal,70,90,80.0,24,31,27.5
Dini Hari,Berawan,70,90,80.0,24,31,27.5
Siang,Hujan Lokal,75,100,87.5,23,31,27.0
Pagi,Hujan Petir,75,100,87.5,23,31,27.0
Malam,Hujan Lokal,75,100,87.5,23,31,27.0
Dini Hari,Hujan Lokal,75,100,87.5,23,31,27.0
Siang,Hujan Lokal,75,100,87.5,23,31,27.0
Pagi,Hujan Lokal,75,100,87.5,23,31,27.0
Malam,Hujan Lokal,75,100,87.5,23,31,27.0
Dini Hari,Hujan Lokal,75,100,87.5,23,31,27.0
Siang,Hujan Petir,75,100,87.5,23,31,27.0
Pagi,Berawan,75,100,87.5,23,31,27.0
Malam,Berawan,75,100,87.5,23,31,27.0
Dini Hari,Berawan,75,100,87.5,23,31,27.0
Siang,Hujan Petir,75,100,87.5,23,31,27.0
Pagi,Berawan,75,100,87.5,23,31,27.0
Malam,Berawan,75,100,87.5,23,31,27.0
Dini Hari,Berawan,75,100,87.5,23,31,27.0
Siang,Hujan Lokal,75,100,87.5,23,31,27.0
Pagi,Berawan,75,100,87.5,23,31,27.0
Malam,Hujan Lokal,75,100,87.5,23,31,27.0
Dini Hari,Berawan,75,100,87.5,23,31,27.0
Siang,Hujan Ringan,75,100,87.5,23,31,27.0
Pagi,Berawan,75,100,87.5,23,31,27.0
Malam,Hujan Lokal,75,100,87.5,23,31,27.0
Dini Hari,Berawan,75,100,87.5,23,31,27.0
Siang,Hujan Lokal,75,95,85.0,23,32,27.5
Pagi,Hujan Lokal,75,95,85.0,23,32,27.5
Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Dini Hari,Hujan Petir,75,95,85.0,23,32,27.5
Siang,Hujan Lokal,75,95,85.0,23,32,27.5
Pagi,Berawan,75,95,85.0,23,32,27.5
Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Dini Hari,Hujan Petir,75,95,85.0,23,32,27.5
Siang,Hujan Petir,75,95,85.0,23,32,27.5
Pagi,Berawan Tebal,75,95,85.0,23,32,27.5
Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Dini Hari,Hujan Lokal,75,95,85.0,23,32,27.5
Siang,Hujan Petir,75,95,85.0,23,32,27.5
Pagi,Berawan Tebal,75,95,85.0,23,32,27.5
Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Dini Hari,Hujan Lokal,75,95,85.0,23,32,27.5
Siang,Hujan Lokal,75,95,85.0,23,32,27.5
Pagi,Berawan,75,95,85.0,23,32,27.5
Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Dini Hari,Hujan Ringan,75,95,85.0,23,32,27.5
Siang,Hujan Lokal,75,95,85.0,23,32,27.5
Pagi,Berawan,75,95,85.0,23,32,27.5
Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Dini Hari,Hujan Ringan,75,95,85.0,23,32,27.5
Siang,Berawan,65,100,82.5,23,31,27.0
Pagi,Berawan,65,100,82.5,23,31,27.0
Malam,Hujan Lokal,65,100,82.5,23,31,27.0
Dini Hari,Hujan Lokal,65,100,82.5,23,31,27.0
Siang,Berawan,65,100,82.5,23,31,27.0
Pagi,Berawan,65,100,82.5,23,31,27.0
Malam,Hujan Lokal,65,100,82.5,23,31,27.0
Dini Hari,Hujan Lokal,65,100,82.5,23,31,27.0
Siang,Hujan Lokal,65,100,82.5,23,31,27.0
Pagi,Berawan,65,100,82.5,23,31,27.0
Malam,Hujan Lokal,65,100,82.5,23,31,27.0
Dini Hari,Hujan Lokal,65,100,82.5,23,31,27.0
Siang,Hujan Lokal,65,100,82.5,23,31,27.0
Pagi,Berawan,65,100,82.5,23,31,27.0
Malam,Berawan,65,100,82.5,23,31,27.0
Dini Hari,Hujan Lokal,65,100,82.5,23,31,27.0
Siang,Hujan Lokal,65,100,82.5,23,31,27.0
Pagi,Berawan,65,100,82.5,23,31,27.0
