tanggal;wilayah;waktu;cuaca;kelembaban_persen;suhu_derajat_celcius
17/05/2017;Jakarta Timur;Siang;Cerah Berawan;55 - 90;26 - 34
17/05/2017;Jakarta Utara;Dini Hari;Cerah Berawan;55 - 90;26 - 34
17/05/2017;Jakarta Utara;Malam;Berawan;55 - 90;26 - 34
17/05/2017;Jakarta Utara;Pagi;Cerah;55 - 90;26 - 34
17/05/2017;Jakarta Utara;Siang;Cerah Berawan;55 - 90;26 - 34
17/05/2017;Kepulauan Seribu;Dini Hari;Cerah;55 - 90;26 - 34
17/05/2017;Kepulauan Seribu;Malam;Cerah Berawan;55 - 90;26 - 34
17/05/2017;Kepulauan Seribu;Pagi;Cerah;55 - 90;26 - 34
17/05/2017;Kepulauan Seribu;Siang;Cerah Berawan;55 - 90;26 - 34
18/05/2017;Jakarta Barat;Dini Hari;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Barat;Malam;Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Barat;Pagi;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Barat;Siang;Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Pusat;Dini Hari;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Pusat;Malam;Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Pusat;Pagi;Cerah;55 - 95;25 - 33
18/05/2017;Jakarta Pusat;Siang;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Selatan;Dini Hari;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Selatan;Malam;Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Selatan;Pagi;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Selatan;Siang;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Timur;Dini Hari;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Timur;Malam;Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Timur;Pagi;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Timur;Siang;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Utara;Dini Hari;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Utara;Malam;Berawan;55 - 95;25 - 33
18/05/2017;Jakarta Utara;Pagi;Cerah;55 - 95;25 - 33
18/05/2017;Jakarta Utara;Siang;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Kepulauan Seribu;Dini Hari;Cerah;55 - 95;25 - 33
18/05/2017;Kepulauan Seribu;Malam;Cerah Berawan;55 - 95;25 - 33
18/05/2017;Kepulauan Seribu;Pagi;Cerah;55 - 95;25 - 33
18/05/2017;Kepulauan Seribu;Siang;Cerah Berawan;55 - 95;25 - 33
19/05/2017;Jakarta Barat;Dini Hari;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Barat;Malam;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Barat;Pagi;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Barat;Siang;Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Pusat;Dini Hari;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Pusat;Malam;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Pusat;Pagi;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Pusat;Siang;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Selatan;Dini Hari;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Selatan;Malam;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Selatan;Pagi;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Selatan;Siang;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Timur;Dini Hari;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Timur;Malam;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Timur;Pagi;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Timur;Siang;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Utara;Dini Hari;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Utara;Malam;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Utara;Pagi;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Jakarta Utara;Siang;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Kepulauan Seribu;Dini Hari;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Kepulauan Seribu;Malam;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Kepulauan Seribu;Pagi;Cerah Berawan;55 - 85;25 - 34
19/05/2017;Kepulauan Seribu;Siang;Cerah;55 - 85;25 - 34
20/05/2017;Jakarta Barat;Dini Hari;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Barat;Malam;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Barat;Pagi;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Barat;Siang;Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Pusat;Dini Hari;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Pusat;Malam;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Pusat;Pagi;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Pusat;Siang;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Selatan;Dini Hari;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Selatan;Malam;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Selatan;Pagi;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Selatan;Siang;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Timur;Dini Hari;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Timur;Malam;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Timur;Pagi;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Timur;Siang;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Utara;Dini Hari;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Utara;Malam;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Utara;Pagi;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Jakarta Utara;Siang;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Kepulauan Seribu;Dini Hari;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Kepulauan Seribu;Malam;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Kepulauan Seribu;Pagi;Cerah Berawan;70 - 85;25 - 33
20/05/2017;Kepulauan Seribu;Siang;Cerah;70 - 85;25 - 33
23/05/2017;Jakarta Barat;Dini Hari;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Barat;Malam;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Barat;Pagi;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Barat;Siang;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Pusat;Dini Hari;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Pusat;Malam;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Pusat;Pagi;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Pusat;Siang;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Selatan;Dini Hari;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Selatan;Malam;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Selatan;Pagi;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Selatan;Siang;Hujan Ringan;55 - 90;24 - 32
23/05/2017;Jakarta Timur;Dini Hari;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Timur;Malam;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Timur;Pagi;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Timur;Siang;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Utara;Dini Hari;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Utara;Malam;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Utara;Pagi;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Jakarta Utara;Siang;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Kepulauan Seribu;Dini Hari;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Kepulauan Seribu;Malam;Hujan Ringan;55 - 90;24 - 32
23/05/2017;Kepulauan Seribu;Pagi;Cerah Berawan;55 - 90;24 - 32
23/05/2017;Kepulauan Seribu;Siang;Cerah Berawan;55 - 90;24 - 32
24/05/2017;Jakarta Barat;Dini Hari;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Barat;Malam;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Barat;Pagi;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Barat;Siang;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Pusat;Dini Hari;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Pusat;Malam;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Pusat;Pagi;Cerah;55 - 85;25 - 34
24/05/2017;Jakarta Pusat;Siang;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Selatan;Dini Hari;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Selatan;Malam;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Selatan;Pagi;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Selatan;Siang;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Timur;Dini Hari;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Timur;Malam;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Timur;Pagi;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Timur;Siang;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Utara;Dini Hari;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Utara;Malam;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Jakarta Utara;Pagi;Cerah;55 - 85;25 - 34
24/05/2017;Jakarta Utara;Siang;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Kepulauan Seribu;Dini Hari;Cerah Berawan;55 - 85;25 - 34
24/05/2017;Kepulauan Seribu;Malam;Berawan;55 - 85;25 - 34
24/05/2017;Kepulauan Seribu;Pagi;Cerah;55 - 85;25 - 34
24/05/2017;Kepulauan Seribu;Siang;Cerah Berawan;55 - 85;25 - 34
25/05/2017;Jakarta Barat;Dini Hari;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Barat;Malam;Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Barat;Pagi;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Barat;Siang;Berawan Tebal;55 - 85;26 - 34
25/05/2017;Jakarta Pusat;Dini Hari;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Pusat;Malam;Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Pusat;Pagi;Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Pusat;Siang;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Selatan;Dini Hari;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Selatan;Malam;Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Selatan;Pagi;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Selatan;Siang;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Timur;Dini Hari;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Timur;Malam;Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Timur;Pagi;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Timur;Siang;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Utara;Dini Hari;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Utara;Malam;Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Utara;Pagi;Berawan;55 - 85;26 - 34
25/05/2017;Jakarta Utara;Siang;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Kepulauan Seribu;Dini Hari;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Kepulauan Seribu;Malam;Berawan;55 - 85;26 - 34
25/05/2017;Kepulauan Seribu;Pagi;Cerah Berawan;55 - 85;26 - 34
25/05/2017;Kepulauan Seribu;Siang;Berawan;55 - 85;26 - 34
26/05/2017;Jakarta Barat;Dini Hari;Cerah;50 - 80;24 - 34
26/05/2017;Jakarta Barat;Malam;Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Barat;Pagi;Cerah Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Barat;Siang;Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Pusat;Dini Hari;Cerah;50 - 80;24 - 34
26/05/2017;Jakarta Pusat;Malam;Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Pusat;Pagi;Cerah Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Pusat;Siang;Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Selatan;Dini Hari;Cerah;50 - 80;24 - 34
26/05/2017;Jakarta Selatan;Malam;Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Selatan;Pagi;Cerah Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Selatan;Siang;Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Timur;Dini Hari;Cerah;50 - 80;24 - 34
26/05/2017;Jakarta Timur;Malam;Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Timur;Pagi;Cerah Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Timur;Siang;Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Utara;Dini Hari;Cerah;50 - 80;24 - 34
26/05/2017;Jakarta Utara;Malam;Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Utara;Pagi;Cerah Berawan;50 - 80;24 - 34
26/05/2017;Jakarta Utara;Siang;Berawan;50 - 80;24 - 34
26/05/2017;Kepulauan Seribu;Dini Hari;Cerah;50 - 80;24 - 34
26/05/2017;Kepulauan Seribu;Malam;Hujan Lokal;50 - 80;24 - 34
26/05/2017;Kepulauan Seribu;Pagi;Cerah Berawan;50 - 80;24 - 34
26/05/2017;Kepulauan Seribu;Siang;Berawan;50 - 80;24 - 34
27/05/2017;Jakarta Barat;Dini Hari;Berawan;60 - 85;26 - 34
27/05/2017;Jakarta Barat;Malam;Berawan;60 - 85;26 - 34
27/05/2017;Jakarta Barat;Pagi;Berawan;60 - 85;26 - 34
27/05/2017;Jakarta Barat;Siang;Hujan Ringan;60 - 85;26 - 34
27/05/2017;Jakarta Pusat;Dini Hari;Berawan;60 - 85;26 - 34
27/05/2017;Jakarta Pusat;Malam;Berawan Tebal;60 - 85;26 - 34
27/05/2017;Jakarta Pusat;Pagi;Berawan;60 - 85;26 - 34
27/05/2017;Jakarta Pusat;Siang;Hujan Lokal;60 - 85;26 - 34
27/05/2017;Jakarta Selatan;Dini Hari;Berawan;60 - 85;26 - 34
27/05/2017;Jakarta Selatan;Malam;Berawan Tebal;60 - 85;26 - 34
27/05/2017;Jakarta Selatan;Pagi;Berawan;60 - 85;26 - 34
27/05/2017;Jakarta Selatan;Siang;Hujan Lokal;60 - 85;26 - 34
27/05/2017;Jakarta Timur;Dini Hari;Berawan;60 - 85;26 - 34
27/05/2017;Jakarta Timur;Malam;Berawan Tebal;60 - 85;26 - 34
27/05/2017;Jakarta Timur;Pagi;Berawan;60 - 85;26 - 34
27/05/2017;Jakarta Timur;Siang;Hujan Lokal;60 - 85;26 - 34
27/05/2017;Jakarta Utara;Dini Hari;Berawan;60 - 85;26 - 34
27/05/2017;Jakarta Utara;Malam;Berawan Tebal;60 - 85;26 - 34
27/05/2017;Jakarta Utara;Pagi;Berawan;60 - 85;26 - 34
27/05/2017;Jakarta Utara;Siang;Hujan Lokal;60 - 85;26 - 34
27/05/2017;Kepulauan Seribu;Dini Hari;Berawan;60 - 85;26 - 34
27/05/2017;Kepulauan Seribu;Malam;Hujan Lokal;60 - 85;26 - 34
27/05/2017;Kepulauan Seribu;Pagi;Berawan;60 - 85;26 - 34
27/05/2017;Kepulauan Seribu;Siang;Hujan Ringan;60 - 85;26 - 34
31/05/2017;Jakarta Barat;Dini Hari;Cerah Berawan;75 - 95;24 - 32
31/05/2017;Jakarta Barat;Malam;Berawan Tebal;75 - 95;24 - 32
31/05/2017;Jakarta Barat;Pagi;Hujan Ringan;75 - 95;24 - 32
31/05/2017;Jakarta Barat;Siang;Berawan;75 - 95;24 - 32
31/05/2017;Jakarta Pusat;Dini Hari;Cerah Berawan;75 - 95;24 - 32
31/05/2017;Jakarta Pusat;Malam;Berawan Tebal;75 - 95;24 - 32
31/05/2017;Jakarta Pusat;Pagi;Cerah Berawan;75 - 95;24 - 32
31/05/2017;Jakarta Pusat;Siang;Berawan;75 - 95;24 - 32
31/05/2017;Jakarta Selatan;Dini Hari;Cerah Berawan;75 - 95;24 - 32
31/05/2017;Jakarta Selatan;Malam;Berawan Tebal;75 - 95;24 - 32
31/05/2017;Jakarta Selatan;Pagi;Hujan Ringan;75 - 95;24 - 32
31/05/2017;Jakarta Selatan;Siang;Berawan;75 - 95;24 - 32
31/05/2017;Jakarta Timur;Dini Hari;Cerah Berawan;75 - 95;24 - 32
31/05/2017;Jakarta Timur;Malam;Berawan Tebal;75 - 95;24 - 32
31/05/2017;Jakarta Timur;Pagi;Hujan Ringan;75 - 95;24 - 32
31/05/2017;Jakarta Timur;Siang;Berawan;75 - 95;24 - 32
31/05/2017;Jakarta Utara;Dini Hari;Cerah Berawan;75 - 95;24 - 32
31/05/2017;Jakarta Utara;Malam;Berawan Tebal;75 - 95;24 - 32
31/05/2017;Jakarta Utara;Pagi;Cerah Berawan;75 - 95;24 - 32
31/05/2017;Jakarta Utara;Siang;Hujan Lokal;75 - 95;24 - 32
31/05/2017;Kepulauan Seribu;Dini Hari;Berawan;75 - 95;24 - 32
31/05/2017;Kepulauan Seribu;Malam;Hujan Lokal;75 - 95;24 - 32
31/05/2017;Kepulauan Seribu;Pagi;Berawan;75 - 95;24 - 32
31/05/2017;Kepulauan Seribu;Siang;Hujan Lokal;75 - 95;24 - 32
01/06/2017;Jakarta Barat;Dini Hari;Berawan Tebal;60 - 95;24 - 34
01/06/2017;Jakarta Barat;Malam;Berawan;60 - 95;24 - 34
01/06/2017;Jakarta Barat;Pagi;Hujan Ringan;60 - 95;24 - 34
01/06/2017;Jakarta Barat;Siang;Berawan;60 - 95;24 - 34
01/06/2017;Jakarta Pusat;Dini Hari;Berawan;60 - 95;24 - 34
01/06/2017;Jakarta Pusat;Malam;Berawan;60 - 95;24 - 34
01/06/2017;Jakarta Pusat;Pagi;Hujan Lokal;60 - 95;24 - 34
01/06/2017;Jakarta Pusat;Siang;Berawan Tebal;60 - 95;24 - 34
01/06/2017;Jakarta Selatan;Dini Hari;Cerah Berawan;60 - 95;24 - 34
01/06/2017;Jakarta Selatan;Malam;Berawan;60 - 95;24 - 34
01/06/2017;Jakarta Selatan;Pagi;Hujan Petir;60 - 95;24 - 34
01/06/2017;Jakarta Selatan;Siang;Hujan Lokal;60 - 95;24 - 34
01/06/2017;Jakarta Timur;Dini Hari;Cerah Berawan;60 - 95;24 - 34
01/06/2017;Jakarta Timur;Malam;Berawan;60 - 95;24 - 34
01/06/2017;Jakarta Timur;Pagi;Hujan Petir;60 - 95;24 - 34
01/06/2017;Jakarta Timur;Siang;Hujan Lokal;60 - 95;24 - 34
01/06/2017;Jakarta Utara;Dini Hari;Berawan;60 - 95;24 - 34
01/06/2017;Jakarta Utara;Malam;Berawan;60 - 95;24 - 34
01/06/2017;Jakarta Utara;Pagi;Hujan Lokal;60 - 95;24 - 34
01/06/2017;Jakarta Utara;Siang;Berawan Tebal;60 - 95;24 - 34
01/06/2017;Kepulauan Seribu;Dini Hari;Berawan Tebal;60 - 95;24 - 34
01/06/2017;Kepulauan Seribu;Malam;Hujan Lokal;60 - 95;24 - 34
01/06/2017;Kepulauan Seribu;Pagi;Hujan Lokal;60 - 95;24 - 34
01/06/2017;Kepulauan Seribu;Siang;Hujan Lokal;60 - 95;24 - 34
02/06/2017;Jakarta Barat;Dini Hari;Berawan Tebal;55 - 90;26 - 32
02/06/2017;Jakarta Barat;Malam;Cerah Berawan;55 - 90;26 - 32
02/06/2017;Jakarta Barat;Pagi;Cerah Berawan;55 - 90;26 - 32
02/06/2017;Jakarta Barat;Siang;Berawan Tebal;55 - 90;26 - 32
02/06/2017;Jakarta Pusat;Dini Hari;Berawan Tebal;55 - 90;26 - 32
02/06/2017;Jakarta Pusat;Malam;Cerah Berawan;55 - 90;26 - 32
02/06/2017;Jakarta Pusat;Pagi;Cerah Berawan;55 - 90;26 - 32
02/06/2017;Jakarta Pusat;Siang;Berawan;55 - 90;26 - 32
02/06/2017;Jakarta Selatan;Dini Hari;Berawan Tebal;55 - 90;26 - 32
02/06/2017;Jakarta Selatan;Malam;Cerah Berawan;55 - 90;26 - 32
02/06/2017;Jakarta Selatan;Pagi;Cerah Berawan;55 - 90;26 - 32
02/06/2017;Jakarta Selatan;Siang;Berawan;55 - 90;26 - 32
02/06/2017;Jakarta Timur;Dini Hari;Berawan Tebal;55 - 90;26 - 32
02/06/2017;Jakarta Timur;Malam;Cerah Berawan;55 - 90;26 - 32
02/06/2017;Jakarta Timur;Pagi;Cerah Berawan;55 - 90;26 - 32
02/06/2017;Jakarta Timur;Siang;Berawan;55 - 90;26 - 32
02/06/2017;Jakarta Utara;Dini Hari;Berawan Tebal;55 - 90;26 - 32
02/06/2017;Jakarta Utara;Malam;Hujan Lokal;55 - 90;26 - 32
02/06/2017;Jakarta Utara;Pagi;Cerah Berawan;55 - 90;26 - 32
02/06/2017;Jakarta Utara;Siang;Berawan;55 - 90;26 - 32
02/06/2017;Kepulauan Seribu;Dini Hari;Hujan Lokal;55 - 90;26 - 32
02/06/2017;Kepulauan Seribu;Malam;Hujan Lokal;55 - 90;26 - 32
02/06/2017;Kepulauan Seribu;Pagi;Berawan;55 - 90;26 - 32
02/06/2017;Kepulauan Seribu;Siang;Cerah Berawan;55 - 90;26 - 32
03/06/2017;Jakarta Barat;Dini Hari;Berawan Tebal;60 - 90;25 - 32
03/06/2017;Jakarta Barat;Malam;Cerah Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Barat;Pagi;Cerah Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Barat;Siang;Berawan Tebal;60 - 90;25 - 32
03/06/2017;Jakarta Pusat;Dini Hari;Berawan Tebal;60 - 90;25 - 32
03/06/2017;Jakarta Pusat;Malam;Cerah Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Pusat;Pagi;Cerah Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Pusat;Siang;Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Selatan;Dini Hari;Berawan Tebal;60 - 90;25 - 32
03/06/2017;Jakarta Selatan;Malam;Cerah Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Selatan;Pagi;Cerah Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Selatan;Siang;Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Timur;Dini Hari;Berawan Tebal;60 - 90;25 - 32
03/06/2017;Jakarta Timur;Malam;Cerah Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Timur;Pagi;Cerah Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Timur;Siang;Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Utara;Dini Hari;Berawan Tebal;60 - 90;25 - 32
03/06/2017;Jakarta Utara;Malam;Cerah Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Utara;Pagi;Cerah Berawan;60 - 90;25 - 32
03/06/2017;Jakarta Utara;Siang;Hujan Ringan;60 - 90;25 - 32
03/06/2017;Kepulauan Seribu;Dini Hari;Hujan Lokal;60 - 90;25 - 32
03/06/2017;Kepulauan Seribu;Malam;Hujan Ringan;60 - 90;25 - 32
03/06/2017;Kepulauan Seribu;Pagi;Berawan;60 - 90;25 - 32
03/06/2017;Kepulauan Seribu;Siang;Hujan Ringan;60 - 90;25 - 32
04/06/2017;Jakarta Barat;Dini Hari;Cerah Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Barat;Malam;Berawan Tebal;60 - 95;24 - 31
04/06/2017;Jakarta Barat;Pagi;Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Barat;Siang;Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Pusat;Dini Hari;Cerah Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Pusat;Malam;Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Pusat;Pagi;Cerah Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Pusat;Siang;Berawan Tebal;60 - 95;24 - 31
04/06/2017;Jakarta Selatan;Dini Hari;Cerah Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Selatan;Malam;Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Selatan;Pagi;Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Selatan;Siang;Cerah Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Timur;Dini Hari;Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Timur;Malam;Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Timur;Pagi;Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Timur;Siang;Cerah Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Utara;Dini Hari;Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Utara;Malam;Berawan Tebal;60 - 95;24 - 31
04/06/2017;Jakarta Utara;Pagi;Cerah Berawan;60 - 95;24 - 31
04/06/2017;Jakarta Utara;Siang;Berawan Tebal;60 - 95;24 - 31
04/06/2017;Kepulauan Seribu;Dini Hari;Berawan;60 - 95;24 - 31
04/06/2017;Kepulauan Seribu;Malam;Hujan Ringan;60 - 95;24 - 31
04/06/2017;Kepulauan Seribu;Pagi;Cerah Berawan;60 - 95;24 - 31
04/06/2017;Kepulauan Seribu;Siang;Berawan;60 - 95;24 - 31
05/06/2017;Jakarta Barat;Dini Hari;Cerah Berawan;65 - 90;25 - 33
05/06/2017;Jakarta Barat;Malam;Berawan Tebal;65 - 90;25 - 33
05/06/2017;Jakarta Barat;Pagi;Hujan Lokal;65 - 90;25 - 33
05/06/2017;Jakarta Barat;Siang;Berawan;65 - 90;25 - 33
05/06/2017;Jakarta Pusat;Dini Hari;Cerah Berawan;65 - 90;25 - 33
05/06/2017;Jakarta Pusat;Malam;Berawan;65 - 90;25 - 33
05/06/2017;Jakarta Pusat;Pagi;Hujan Lokal;65 - 90;25 - 33
05/06/2017;Jakarta Pusat;Siang;Berawan Tebal;65 - 90;25 - 33
05/06/2017;Jakarta Selatan;Dini Hari;Cerah Berawan;65 - 90;25 - 33
05/06/2017;Jakarta Selatan;Malam;Berawan;65 - 90;25 - 33
05/06/2017;Jakarta Selatan;Pagi;Hujan Petir;65 - 90;25 - 33
05/06/2017;Jakarta Selatan;Siang;Cerah Berawan;65 - 90;25 - 33
05/06/2017;Jakarta Timur;Dini Hari;Berawan;65 - 90;25 - 33
05/06/2017;Jakarta Timur;Malam;Berawan;65 - 90;25 - 33
05/06/2017;Jakarta Timur;Pagi;Hujan Petir;65 - 90;25 - 33
