wilayah,waktu,cuaca,kelembaban_min,kelembaban_max,kelembaban_mean,suhu_min,suhu_max,suhu_mean
Kepulauan Seribu,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Malam,Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Pagi,Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Siang,Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Malam,Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Pagi,Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Siang,Hujan Lokal,70,95,82.5,24,32,28.0
Jakarta Pusat,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Pusat,Malam,Berawan,70,95,82.5,24,32,28.0
Jakarta Pusat,Pagi,Berawan,70,95,82.5,24,32,28.0
Jakarta Pusat,Siang,Hujan Lokal,70,95,82.5,24,32,28.0
Jakarta Selatan,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Selatan,Malam,Hujan Lokal,70,95,82.5,24,32,28.0
Jakarta Selatan,Pagi,Berawan,70,95,82.5,24,32,28.0
Jakarta Selatan,Siang,Hujan Petir,70,95,82.5,24,32,28.0
Jakarta Timur,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Timur,Malam,Berawan,70,95,82.5,24,32,28.0
Jakarta Timur,Pagi,Berawan,70,95,82.5,24,32,28.0
Jakarta Timur,Siang,Hujan Petir,70,95,82.5,24,32,28.0
Jakarta Utara,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Utara,Malam,Berawan,70,95,82.5,24,32,28.0
Jakarta Utara,Pagi,Berawan,70,95,82.5,24,32,28.0
Jakarta Utara,Siang,Hujan Lokal,70,95,82.5,24,32,28.0
Kepulauan Seribu,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Malam,Cerah Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Pagi,Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Siang,Cerah Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Malam,Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Pagi,Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Siang,Berawan,70,95,82.5,24,32,28.0
Jakarta Pusat,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Pusat,Malam,Berawan Tebal,70,95,82.5,24,32,28.0
Jakarta Pusat,Pagi,Berawan,70,95,82.5,24,32,28.0
Jakarta Pusat,Siang,Berawan,70,95,82.5,24,32,28.0
Jakarta Selatan,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Selatan,Malam,Hujan Lokal,70,95,82.5,24,32,28.0
Jakarta Selatan,Pagi,Berawan,70,95,82.5,24,32,28.0
Jakarta Selatan,Siang,Berawan,70,95,82.5,24,32,28.0
Jakarta Timur,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Timur,Malam,Berawan,70,95,82.5,24,32,28.0
Jakarta Timur,Pagi,Berawan,70,95,82.5,24,32,28.0
Jakarta Timur,Siang,Berawan,70,95,82.5,24,32,28.0
Jakarta Utara,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Utara,Malam,Berawan Tebal,70,95,82.5,24,32,28.0
Jakarta Utara,Pagi,Berawan,70,95,82.5,24,32,28.0
Jakarta Utara,Siang,Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Malam,Berawan Tebal,70,95,82.5,24,32,28.0
Kepulauan Seribu,Pagi,Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Siang,Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Dini Hari,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Barat,Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Barat,Pagi,Berawan,75,95,85.0,23,32,27.5
Jakarta Barat,Siang,Hujan Petir,75,95,85.0,23,32,27.5
Jakarta Pusat,Dini Hari,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Pusat,Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Pusat,Pagi,Berawan,75,95,85.0,23,32,27.5
Jakarta Pusat,Siang,Hujan Ringan,75,95,85.0,23,32,27.5
Jakarta Selatan,Dini Hari,Berawan Tebal,75,95,85.0,23,32,27.5
Jakarta Selatan,Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Selatan,Pagi,Berawan,75,95,85.0,23,32,27.5
Jakarta Selatan,Siang,Hujan Petir,75,95,85.0,23,32,27.5
Jakarta Timur,Dini Hari,Berawan Tebal,75,95,85.0,23,32,27.5
Jakarta Timur,Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Timur,Pagi,Berawan,75,95,85.0,23,32,27.5
Jakarta Timur,Siang,Hujan Petir,75,95,85.0,23,32,27.5
Jakarta Utara,Dini Hari,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Utara,Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Utara,Pagi,Berawan,75,95,85.0,23,32,27.5
Jakarta Utara,Siang,Hujan Ringan,75,95,85.0,23,32,27.5
Kepulauan Seribu,Dini Hari,Hujan Lokal,75,95,85.0,23,32,27.5
Kepulauan Seribu,Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Kepulauan Seribu,Pagi,Berawan,75,95,85.0,23,32,27.5
Kepulauan Seribu,Siang,Berawan,75,95,85.0,23,32,27.5
Jakarta Barat,Dini Hari,Berawan,75,95,85.0,23,32,27.5
Jakarta Barat,Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Barat,Pagi,Berawan,75,95,85.0,23,32,27.5
Jakarta Barat,Siang,Hujan Ringan,75,95,85.0,23,32,27.5
Jakarta Pusat,Dini Hari,Berawan,75,95,85.0,23,32,27.5
Jakarta Pusat,Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Pusat,Pagi,Berawan,75,95,85.0,23,32,27.5
Jakarta Pusat,Siang,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Selatan,Dini Hari,Berawan,75,95,85.0,23,32,27.5
Jakarta Selatan,Malam,Berawan,75,95,85.0,23,32,27.5
Jakarta Selatan,Pagi,Berawan,75,95,85.0,23,32,27.5
Jakarta Selatan,Siang,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Timur,Dini Hari,Berawan,75,95,85.0,23,32,27.5
Jakarta Timur,Malam,Berawan,75,95,85.0,23,32,27.5
Jakarta Timur,Pagi,Berawan,75,95,85.0,23,32,27.5
Jakarta Timur,Siang,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Utara,Dini Hari,Berawan,75,95,85.0,23,32,27.5
Jakarta Utara,Malam,Hujan Lokal,75,95,85.0,23,32,27.5
Jakarta Utara,Pagi,Berawan,75,95,85.0,23,32,27.5
Jakarta Utara,Siang,Berawan,75,95,85.0,23,32,27.5
Kepulauan Seribu,Dini Hari,Hujan Lokal,75,95,85.0,23,32,27.5
Kepulauan Seribu,Malam,Berawan,75,95,85.0,23,32,27.5
Kepulauan Seribu,Pagi,Berawan,75,95,85.0,23,32,27.5
Kepulauan Seribu,Siang,Berawan,75,95,85.0,23,32,27.5
Jakarta Barat,Dini Hari,Berawan,65,95,80.0,23,33,28.0
Jakarta Barat,Malam,Berawan,65,95,80.0,23,33,28.0
Jakarta Barat,Pagi,Cerah Berawan,65,95,80.0,23,33,28.0
Jakarta Barat,Siang,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Pusat,Dini Hari,Berawan,65,95,80.0,23,33,28.0
Jakarta Pusat,Malam,Berawan,65,95,80.0,23,33,28.0
Jakarta Pusat,Pagi,Cerah Berawan,65,95,80.0,23,33,28.0
Jakarta Pusat,Siang,Berawan,65,95,80.0,23,33,28.0
Jakarta Selatan,Dini Hari,Berawan,65,95,80.0,23,33,28.0
Jakarta Selatan,Malam,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Selatan,Pagi,Cerah Berawan,65,95,80.0,23,33,28.0
Jakarta Selatan,Siang,Hujan Petir,65,95,80.0,23,33,28.0
Jakarta Timur,Dini Hari,Berawan,65,95,80.0,23,33,28.0
Jakarta Timur,Malam,Berawan,65,95,80.0,23,33,28.0
Jakarta Timur,Pagi,Cerah Berawan,65,95,80.0,23,33,28.0
Jakarta Timur,Siang,Hujan Petir,65,95,80.0,23,33,28.0
Jakarta Utara,Dini Hari,Berawan,65,95,80.0,23,33,28.0
Jakarta Utara,Malam,Berawan,65,95,80.0,23,33,28.0
Jakarta Utara,Pagi,Cerah Berawan,65,95,80.0,23,33,28.0
Jakarta Utara,Siang,Berawan,65,95,80.0,23,33,28.0
Kepulauan Seribu,Dini Hari,Hujan Lokal,65,95,80.0,23,33,28.0
Kepulauan Seribu,Malam,Berawan,65,95,80.0,23,33,28.0
Kepulauan Seribu,Pagi,Cerah Berawan,65,95,80.0,23,33,28.0
Kepulauan Seribu,Siang,Cerah Berawan,65,95,80.0,23,33,28.0
Jakarta Barat,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Malam,Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Pagi,Cerah Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Siang,Hujan Lokal,70,95,82.5,24,32,28.0
Jakarta Pusat,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Pusat,Malam,Berawan,70,95,82.5,24,32,28.0
Jakarta Pusat,Pagi,Cerah Berawan,70,95,82.5,24,32,28.0
Jakarta Pusat,Siang,Berawan,70,95,82.5,24,32,28.0
Jakarta Selatan,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Selatan,Malam,Berawan,70,95,82.5,24,32,28.0
Jakarta Selatan,Pagi,Cerah Berawan,70,95,82.5,24,32,28.0
Jakarta Selatan,Siang,Hujan Lokal,70,95,82.5,24,32,28.0
Jakarta Timur,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Timur,Malam,Berawan,70,95,82.5,24,32,28.0
Jakarta Timur,Pagi,Cerah Berawan,70,95,82.5,24,32,28.0
Jakarta Timur,Siang,Hujan Lokal,70,95,82.5,24,32,28.0
Jakarta Utara,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Jakarta Utara,Malam,Berawan,70,95,82.5,24,32,28.0
Jakarta Utara,Pagi,Cerah Berawan,70,95,82.5,24,32,28.0
Jakarta Utara,Siang,Cerah Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Dini Hari,Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Malam,Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Pagi,Cerah Berawan,70,95,82.5,24,32,28.0
Kepulauan Seribu,Siang,Cerah Berawan,70,95,82.5,24,32,28.0
Jakarta Barat,Dini Hari,Berawan,70,90,80.0,24,32,28.0
Jakarta Barat,Malam,Hujan Ringan,70,90,80.0,24,32,28.0
Jakarta Barat,Pagi,Berawan,70,90,80.0,24,32,28.0
Jakarta Barat,Siang,Berawan,70,90,80.0,24,32,28.0
Jakarta Pusat,Dini Hari,Berawan,70,90,80.0,24,32,28.0
Jakarta Pusat,Malam,Berawan,70,90,80.0,24,32,28.0
Jakarta Pusat,Pagi,Berawan,70,90,80.0,24,32,28.0
Jakarta Pusat,Siang,Berawan,70,90,80.0,24,32,28.0
Jakarta Selatan,Dini Hari,Berawan,70,90,80.0,24,32,28.0
Jakarta Selatan,Malam,Berawan,70,90,80.0,24,32,28.0
Jakarta Selatan,Pagi,Berawan,70,90,80.0,24,32,28.0
Jakarta Selatan,Siang,Hujan Lokal,70,90,80.0,24,32,28.0
Jakarta Timur,Dini Hari,Berawan,70,90,80.0,24,32,28.0
Jakarta Timur,Malam,Berawan,70,90,80.0,24,32,28.0
Jakarta Timur,Pagi,Berawan,70,90,80.0,24,32,28.0
Jakarta Timur,Siang,Hujan Ringan,70,90,80.0,24,32,28.0
Jakarta Utara,Dini Hari,Berawan,70,90,80.0,24,32,28.0
Jakarta Utara,Malam,Hujan Ringan,70,90,80.0,24,32,28.0
Jakarta Utara,Pagi,Berawan,70,90,80.0,24,32,28.0
Jakarta Utara,Siang,Berawan,70,90,80.0,24,32,28.0
Kepulauan Seribu,Dini Hari,Berawan,70,90,80.0,24,32,28.0
Kepulauan Seribu,Malam,Berawan,70,90,80.0,24,32,28.0
Kepulauan Seribu,Pagi,Berawan,70,90,80.0,24,32,28.0
Kepulauan Seribu,Siang,Cerah Berawan,70,90,80.0,24,32,28.0
Jakarta Barat,Dini Hari,Berawan,60,85,72.5,23,32,27.5
Jakarta Barat,Malam,Berawan,60,85,72.5,23,32,27.5
Jakarta Barat,Pagi,Cerah Berawan,60,85,72.5,23,32,27.5
Jakarta Barat,Siang,Berawan,60,85,72.5,23,32,27.5
Jakarta Pusat,Dini Hari,Berawan,60,85,72.5,23,32,27.5
Jakarta Pusat,Malam,Berawan,60,85,72.5,23,32,27.5
Jakarta Pusat,Pagi,Cerah Berawan,60,85,72.5,23,32,27.5
Jakarta Pusat,Siang,Berawan,60,85,72.5,23,32,27.5
Jakarta Selatan,Dini Hari,Berawan,60,85,72.5,23,32,27.5
Jakarta Selatan,Malam,Berawan,60,85,72.5,23,32,27.5
Jakarta Selatan,Pagi,Cerah Berawan,60,85,72.5,23,32,27.5
Jakarta Selatan,Siang,Berawan,60,85,72.5,23,32,27.5
Jakarta Timur,Dini Hari,Berawan,60,85,72.5,23,32,27.5
Jakarta Timur,Malam,Berawan,60,85,72.5,23,32,27.5
Jakarta Timur,Pagi,Cerah Berawan,60,85,72.5,23,32,27.5
Jakarta Timur,Siang,Berawan,60,85,72.5,23,32,27.5
Jakarta Utara,Dini Hari,Berawan,60,85,72.5,23,32,27.5
Jakarta Utara,Malam,Berawan,60,85,72.5,23,32,27.5
Jakarta Utara,Pagi,Cerah Berawan,60,85,72.5,23,32,27.5
Jakarta Utara,Siang,Berawan,60,85,72.5,23,32,27.5
Kepulauan Seribu,Dini Hari,Berawan,60,85,72.5,23,32,27.5
Kepulauan Seribu,Malam,Berawan,60,85,72.5,23,32,27.5
Kepulauan Seribu,Pagi,Cerah Berawan,60,85,72.5,23,32,27.5
Kepulauan Seribu,Siang,Berawan,60,85,72.5,23,32,27.5
Jakarta Barat,Dini Hari,Berawan,70,95,82.5,23,32,27.5
Jakarta Barat,Malam,Berawan,70,95,82.5,23,32,27.5
Jakarta Barat,Pagi,Cerah Berawan,70,95,82.5,23,32,27.5
Jakarta Barat,Siang,Berawan,70,95,82.5,23,32,27.5
Jakarta Pusat,Dini Hari,Berawan,70,95,82.5,23,32,27.5
Jakarta Pusat,Malam,Berawan,70,95,82.5,23,32,27.5
Jakarta Pusat,Pagi,Berawan,70,95,82.5,23,32,27.5
Jakarta Pusat,Siang,Berawan,70,95,82.5,23,32,27.5
Jakarta Selatan,Dini Hari,Berawan,70,95,82.5,23,32,27.5
Jakarta Selatan,Malam,Berawan,70,95,82.5,23,32,27.5
Jakarta Selatan,Pagi,Berawan,70,95,82.5,23,32,27.5
Jakarta Selatan,Siang,Hujan Lokal,70,95,82.5,23,32,27.5
Jakarta Timur,Dini Hari,Berawan,70,95,82.5,23,32,27.5
Jakarta Timur,Malam,Berawan,70,95,82.5,23,32,27.5
Jakarta Timur,Pagi,Berawan,70,95,82.5,23,32,27.5
Jakarta Timur,Siang,Hujan Lokal,70,95,82.5,23,32,27.5
Jakarta Utara,Dini Hari,Berawan,70,95,82.5,23,32,27.5
Jakarta Utara,Malam,Berawan,70,95,82.5,23,32,27.5
Jakarta Utara,Pagi,Berawan,70,95,82.5,23,32,27.5
Jakarta Utara,Siang,Berawan,70,95,82.5,23,32,27.5
Kepulauan Seribu,Dini Hari,Hujan Lokal,70,95,82.5,23,32,27.5
Kepulauan Seribu,Malam,Berawan,70,95,82.5,23,32,27.5
Kepulauan Seribu,Pagi,Berawan,70,95,82.5,23,32,27.5
Kepulauan Seribu,Siang,Cerah Berawan,70,95,82.5,23,32,27.5
Jakarta Barat,Dini Hari,Berawan,70,95,82.5,23,30,26.5
Jakarta Barat,Malam,Hujan Lokal,70,95,82.5,23,30,26.5
Jakarta Barat,Pagi,Berawan,70,95,82.5,23,30,26.5
Jakarta Barat,Siang,Hujan Ringan,70,95,82.5,23,30,26.5
Jakarta Pusat,Dini Hari,Berawan Tebal,70,95,82.5,23,30,26.5
Jakarta Pusat,Malam,Hujan Lokal,70,95,82.5,23,30,26.5
Jakarta Pusat,Pagi,Berawan,70,95,82.5,23,30,26.5
Jakarta Pusat,Siang,Hujan Ringan,70,95,82.5,23,30,26.5
Jakarta Selatan,Dini Hari,Berawan,70,95,82.5,23,30,26.5
Jakarta Selatan,Malam,Hujan Lokal,70,95,82.5,23,30,26.5
Jakarta Selatan,Pagi,Berawan,70,95,82.5,23,30,26.5
Jakarta Selatan,Siang,Hujan Ringan,70,95,82.5,23,30,26.5
Jakarta Timur,Dini Hari,Berawan,70,95,82.5,23,30,26.5
Jakarta Timur,Malam,Hujan Lokal,70,95,82.5,23,30,26.5
Jakarta Timur,Pagi,Berawan,70,95,82.5,23,30,26.5
Jakarta Timur,Siang,Hujan Ringan,70,95,82.5,23,30,26.5
Jakarta Utara,Dini Hari,Berawan Tebal,70,95,82.5,23,30,26.5
Jakarta Utara,Malam,Hujan Lokal,70,95,82.5,23,30,26.5
Jakarta Utara,Pagi,Berawan,70,95,82.5,23,30,26.5
Jakarta Utara,Siang,Hujan Ringan,70,95,82.5,23,30,26.5
Kepulauan Seribu,Dini Hari,Berawan,70,95,82.5,23,30,26.5
Kepulauan Seribu,Malam,Hujan Lokal,70,95,82.5,23,30,26.5
Kepulauan Seribu,Pagi,Hujan Ringan,70,95,82.5,23,30,26.5
Kepulauan Seribu,Siang,Hujan Lokal,70,95,82.5,23,30,26.5
Jakarta Barat,Dini Hari,Berawan,65,95,80.0,24,31,27.5
Jakarta Barat,Malam,Berawan,65,95,80.0,24,31,27.5
Jakarta Barat,Pagi,Berawan,65,95,80.0,24,31,27.5
Jakarta Barat,Siang,Hujan Ringan,65,95,80.0,24,31,27.5
Jakarta Pusat,Dini Hari,Berawan,65,95,80.0,24,31,27.5
Jakarta Pusat,Malam,Berawan,65,95,80.0,24,31,27.5
Jakarta Pusat,Pagi,Berawan Tebal,65,95,80.0,24,31,27.5
Jakarta Pusat,Siang,Berawan,65,95,80.0,24,31,27.5
Jakarta Selatan,Dini Hari,Berawan,65,95,80.0,24,31,27.5
Jakarta Selatan,Malam,Hujan Lokal,65,95,80.0,24,31,27.5
Jakarta Selatan,Pagi,Hujan Lokal,65,95,80.0,24,31,27.5
Jakarta Selatan,Siang,Hujan Lokal,65,95,80.0,24,31,27.5
Jakarta Timur,Dini Hari,Berawan,65,95,80.0,24,31,27.5
Jakarta Timur,Malam,Hujan Lokal,65,95,80.0,24,31,27.5
Jakarta Timur,Pagi,Hujan Ringan,65,95,80.0,24,31,27.5
Jakarta Timur,Siang,Berawan,65,95,80.0,24,31,27.5
Jakarta Utara,Dini Hari,Berawan,65,95,80.0,24,31,27.5
Jakarta Utara,Malam,Berawan,65,95,80.0,24,31,27.5
Jakarta Utara,Pagi,Berawan Tebal,65,95,80.0,24,31,27.5
Jakarta Utara,Siang,Hujan Ringan,65,95,80.0,24,31,27.5
Kepulauan Seribu,Dini Hari,Hujan Lokal,65,95,80.0,24,31,27.5
Kepulauan Seribu,Malam,Cerah Berawan,65,95,80.0,24,31,27.5
Kepulauan Seribu,Pagi,Berawan Tebal,65,95,80.0,24,31,27.5
Kepulauan Seribu,Siang,Cerah Berawan,65,95,80.0,24,31,27.5
Jakarta Barat,Dini Hari,Berawan,60,90,75.0,24,32,28.0
Jakarta Barat,Malam,Berawan,60,90,75.0,24,32,28.0
Jakarta Barat,Pagi,Berawan,60,90,75.0,24,32,28.0
Jakarta Barat,Siang,Hujan Ringan,60,90,75.0,24,32,28.0
Jakarta Pusat,Dini Hari,Berawan,60,90,75.0,24,32,28.0
Jakarta Pusat,Malam,Berawan,60,90,75.0,24,32,28.0
Jakarta Pusat,Pagi,Berawan,60,90,75.0,24,32,28.0
Jakarta Pusat,Siang,Cerah Berawan,60,90,75.0,24,32,28.0
Jakarta Selatan,Dini Hari,Berawan,60,90,75.0,24,32,28.0
Jakarta Selatan,Malam,Berawan,60,90,75.0,24,32,28.0
Jakarta Selatan,Pagi,Berawan,60,90,75.0,24,32,28.0
Jakarta Selatan,Siang,Hujan Sedang,60,90,75.0,24,32,28.0
Jakarta Timur,Dini Hari,Berawan,60,90,75.0,24,32,28.0
Jakarta Timur,Malam,Berawan,60,90,75.0,24,32,28.0
Jakarta Timur,Pagi,Berawan,60,90,75.0,24,32,28.0
Jakarta Timur,Siang,Hujan Sedang,60,90,75.0,24,32,28.0
Jakarta Utara,Dini Hari,Berawan,60,90,75.0,24,32,28.0
Jakarta Utara,Malam,Berawan,60,90,75.0,24,32,28.0
Jakarta Utara,Pagi,Berawan,60,90,75.0,24,32,28.0
Jakarta Utara,Siang,Cerah Berawan,60,90,75.0,24,32,28.0
Kepulauan Seribu,Dini Hari,Hujan Lokal,60,90,75.0,24,32,28.0
Kepulauan Seribu,Malam,Berawan,60,90,75.0,24,32,28.0
Kepulauan Seribu,Pagi,Berawan,60,90,75.0,24,32,28.0
Kepulauan Seribu,Siang,Cerah Berawan,60,90,75.0,24,32,28.0
Jakarta Barat,Dini Hari,Berawan,70,95,82.5,23,30,26.5
Jakarta Barat,Malam,Hujan Lokal,70,95,82.5,23,30,26.5
Jakarta Barat,Pagi,Berawan,70,95,82.5,23,30,26.5
Jakarta Barat,Siang,Hujan Petir,70,95,82.5,23,30,26.5
Jakarta Pusat,Dini Hari,Berawan Tebal,70,95,82.5,23,30,26.5
Jakarta Pusat,Malam,Hujan Lokal,70,95,82.5,23,30,26.5
Jakarta Pusat,Pagi,Berawan,70,95,82.5,23,30,26.5
Jakarta Pusat,Siang,Hujan Ringan,70,95,82.5,23,30,26.5
Jakarta Selatan,Dini Hari,Berawan,70,95,82.5,23,30,26.5
Jakarta Selatan,Malam,Berawan,70,95,82.5,23,30,26.5
Jakarta Selatan,Pagi,Berawan,70,95,82.5,23,30,26.5
Jakarta Selatan,Siang,Hujan Petir,70,95,82.5,23,30,26.5
Jakarta Timur,Dini Hari,Berawan,70,95,82.5,23,30,26.5
Jakarta Timur,Malam,Berawan,70,95,82.5,23,30,26.5
Jakarta Timur,Pagi,Berawan,70,95,82.5,23,30,26.5
Jakarta Timur,Siang,Hujan Petir,70,95,82.5,23,30,26.5
Jakarta Utara,Dini Hari,Berawan Tebal,70,95,82.5,23,30,26.5
Jakarta Utara,Malam,Hujan Lokal,70,95,82.5,23,30,26.5
Jakarta Utara,Pagi,Berawan,70,95,82.5,23,30,26.5
Jakarta Utara,Siang,Hujan Ringan,70,95,82.5,23,30,26.5
Kepulauan Seribu,Dini Hari,Hujan Lokal,70,95,82.5,23,30,26.5
Kepulauan Seribu,Malam,Hujan Lokal,70,95,82.5,23,30,26.5
Kepulauan Seribu,Pagi,Hujan Lokal,70,95,82.5,23,30,26.5
Kepulauan Seribu,Siang,Hujan Lokal,70,95,82.5,23,30,26.5
Jakarta Barat,Dini Hari,Hujan Lokal,80,95,87.5,24,30,27.0
Jakarta Barat,Malam,Hujan Lokal,80,95,87.5,24,30,27.0
Jakarta Barat,Pagi,Berawan,80,95,87.5,24,30,27.0
Jakarta Barat,Siang,Hujan Petir,80,95,87.5,24,30,27.0
Jakarta Pusat,Dini Hari,Hujan Lokal,80,95,87.5,24,30,27.0
Jakarta Pusat,Malam,Berawan,80,95,87.5,24,30,27.0
Jakarta Pusat,Pagi,Berawan,80,95,87.5,24,30,27.0
Jakarta Pusat,Siang,Hujan Lokal,80,95,87.5,24,30,27.0
Jakarta Selatan,Dini Hari,Hujan Lokal,80,95,87.5,24,30,27.0
Jakarta Selatan,Malam,Hujan Lokal,80,95,87.5,24,30,27.0
Jakarta Selatan,Pagi,Berawan,80,95,87.5,24,30,27.0
Jakarta Selatan,Siang,Hujan Petir,80,95,87.5,24,30,27.0
Jakarta Timur,Dini Hari,Hujan Lokal,80,95,87.5,24,30,27.0
Jakarta Timur,Malam,Berawan,80,95,87.5,24,30,27.0
Jakarta Timur,Pagi,Berawan,80,95,87.5,24,30,27.0
Jakarta Timur,Siang,Hujan Lokal,80,95,87.5,24,30,27.0
Jakarta Utara,Dini Hari,Hujan Lokal,80,95,87.5,24,30,27.0
Jakarta Utara,Malam,Berawan,80,95,87.5,24,30,27.0
Jakarta Utara,Pagi,Berawan,80,95,87.5,24,30,27.0
Jakarta Utara,Siang,Hujan Lokal,80,95,87.5,24,30,27.0
Kepulauan Seribu,Dini Hari,Hujan Lokal,80,95,87.5,24,30,27.0
Kepulauan Seribu,Malam,Berawan,80,95,87.5,24,30,27.0
Kepulauan Seribu,Pagi,Hujan Lokal,80,95,87.5,24,30,27.0
Kepulauan Seribu,Siang,Berawan,80,95,87.5,24,30,27.0
Jakarta Barat,Dini Hari,Berawan Tebal,70,95,82.5,24,30,27.0
Jakarta Barat,Malam,Hujan Ringan,70,95,82.5,24,30,27.0
Jakarta Barat,Pagi,Berawan Tebal,70,95,82.5,24,30,27.0
Jakarta Barat,Siang,Hujan Sedang,70,95,82.5,24,30,27.0
Jakarta Pusat,Dini Hari,Berawan Tebal,70,95,82.5,24,30,27.0
Jakarta Pusat,Malam,Berawan,70,95,82.5,24,30,27.0
Jakarta Pusat,Pagi,Berawan Tebal,70,95,82.5,24,30,27.0
Jakarta Pusat,Siang,Hujan Ringan,70,95,82.5,24,30,27.0
Jakarta Selatan,Dini Hari,Berawan Tebal,70,95,82.5,24,30,27.0
Jakarta Selatan,Malam,Hujan Ringan,70,95,82.5,24,30,27.0
Jakarta Selatan,Pagi,Berawan Tebal,70,95,82.5,24,30,27.0
Jakarta Selatan,Siang,Hujan Ringan,70,95,82.5,24,30,27.0
Jakarta Timur,Dini Hari,Berawan,70,95,82.5,24,30,27.0
Jakarta Timur,Malam,Berawan,70,95,82.5,24,30,27.0
Jakarta Timur,Pagi,Berawan Tebal,70,95,82.5,24,30,27.0
Jakarta Timur,Siang,Hujan Ringan,70,95,82.5,24,30,27.0
Jakarta Utara,Dini Hari,Berawan,70,95,82.5,24,30,27.0
Jakarta Utara,Malam,Berawan,70,95,82.5,24,30,27.0
Jakarta Utara,Pagi,Berawan Tebal,70,95,82.5,24,30,27.0
Jakarta Utara,Siang,Hujan Ringan,70,95,82.5,24,30,27.0
Kepulauan Seribu,Dini Hari,Hujan Lokal,70,95,82.5,24,30,27.0
Kepulauan Seribu,Malam,Berawan,70,95,82.5,24,30,27.0
Kepulauan Seribu,Pagi,Hujan Lokal,70,95,82.5,24,30,27.0
Kepulauan Seribu,Siang,Hujan Lokal,70,95,82.5,24,30,27.0
Jakarta Barat,Dini Hari,Hujan Lokal,65,95,80.0,24,32,28.0
Jakarta Barat,Malam,Berawan,65,95,80.0,24,32,28.0
Jakarta Barat,Pagi,Berawan,65,95,80.0,24,32,28.0
Jakarta Barat,Siang,Berawan,65,95,80.0,24,32,28.0
Jakarta Pusat,Dini Hari,Hujan Lokal,65,95,80.0,24,32,28.0
Jakarta Pusat,Malam,Berawan,65,95,80.0,24,32,28.0
Jakarta Pusat,Pagi,Berawan,65,95,80.0,24,32,28.0
Jakarta Pusat,Siang,Hujan Lokal,65,95,80.0,24,32,28.0
Jakarta Selatan,Dini Hari,Hujan Lokal,65,95,80.0,24,32,28.0
