umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,botak_prob
24.0,Laki-laki,Pengangguran,Palangkaraya,17215461.23509774,0,1,52.60322212738582,154.42950891786873,Shoulder & Head,1,S1,0.9566326736546312
45.0,Laki-laki,Freelance,Palangkaraya,16076735.809292348,0,0,54.91120184919082,160.74007722307104,Pantone,0,S1,0.26396112796452587
26.0,Perempuan,Pegawai swasta,Samarinda,9760969.9271756,0,0,52.00062241443967,149.11415592991884,Merpati,1,SMA,0.24568454242603022
58.0,Perempuan,Pegawai swasta,Denpasar,6795421.409196572,0,0,65.36996246446608,162.064771853206,Pantone,1,SMA,0.44572503364054006
38.0,Laki-laki,Pegawai swasta,Sofifi,12500728.719901685,0,0,51.613164290684544,155.84304864421324,Merpati,1,S1,0.3051504064727255
48.0,Perempuan,Freelance,Jayapura,6288489.183436081,0,0,53.75308504838124,154.98545153573056,Pantone,0,S1,0.049621038997818806
52.0,Laki-laki,Freelance,Pangkalpinang,8103257.324708904,0,0,48.97044915014614,158.20811919235337,Deadbuoy,0,S1,0.25447955712959475
36.0,Laki-laki,PNS,Surabaya,3501297.9127123207,0,0,51.783093631824016,164.54716290216348,Merpati,0,S2,0.36356865000770416
34.0,Perempuan,PNS,Jayapura,5390428.197516238,0,1,51.82250305923654,155.4274608010189,Shoulder & Head,1,SMA,0.6194545210742114
53.0,Laki-laki,Pegawai swasta,Padang,4778405.920817193,0,0,65.29156238850393,164.03910220082935,Pantone,1,S2,0.40341674750996837
51.0,Laki-laki,PNS,Banda Lampung,24599154.158817153,0,0,46.6056028141859,142.45904056691975,Deadbuoy,1,S1,0.6263362497174833
35.0,Perempuan,PNS,Palu,12398176.515330879,0,0,61.90028654398769,157.33865048718457,Deadbuoy,1,SMA,0.38039221197079526
32.0,Laki-laki,Pegawai swasta,Jambi,5272120.971078675,0,0,66.54999270136248,163.8785277659295,Moonsilk,1,S1,0.3050162844292099
30.0,Laki-laki,Freelance,Tanjungselor,8384475.020953168,0,0,45.20202993993588,152.1609304054515,Pantone,0,SMA,0.07173620958580218
42.0,Laki-laki,Pegawai swasta,Pontianak,10794534.467163667,0,1,52.27696965446376,155.28383111684434,Shoulder & Head,1,S1,0.7442935115950332
49.0,Laki-laki,Pegawai swasta,Semarang,8000208.070027424,0,0,66.13302464598455,153.24373365852546,Deadbuoy,0,SMA,0.37379361701486735
50.0,Laki-laki,Pegawai swasta,Tanjung Pinang,9697926.93911398,0,0,46.323879238733035,156.27419042418373,Pantone,1,S2,0.44004427261966744
56.0,Laki-laki,Freelance,Semarang,3518163.060913653,0,0,57.67884746939072,152.77455368775296,Deadbuoy,0,S1,0.38898433628779855
38.0,Perempuan,PNS,Bengkulu,9786899.82374641,0,0,54.61911671260541,149.50218400708894,Pantone,1,S1,0.3919220668297755
40.0,Laki-laki,Pengangguran,Kendari,6139846.638549004,0,0,63.059030983000916,167.2614634235519,Moonsilk,0,S1,0.6834453199962893
42.0,Laki-laki,Pengangguran,Jambi,8607929.885558013,0,0,77.88788187953287,180.11166840728816,Deadbuoy,0,S1,0.6280321365989973
27.0,Perempuan,Pegawai swasta,Denpasar,15740633.658086473,0,0,55.28459948116115,152.81502468862416,Merpati,1,SMA,0.22526325751802306
37.0,Perempuan,Freelance,Kupang,8707031.193153929,0,1,67.61786159218757,159.25162140882367,Shoulder & Head,1,S1,0.4251236883338015
64.0,Perempuan,Pegawai swasta,Mamuju,6973003.054230326,1,0,66.58168404818908,161.42758861348238,Shoulder & Head,0,SMP,0.4264518803805028
46.0,Perempuan,PNS,Kendari,5776380.026601472,0,0,59.26313582408578,163.8775805281796,Pantone,0,S1,0.2690243850550037
35.0,Laki-laki,PNS,Bandung,8908641.62358946,0,0,43.81536502684179,156.1949536096796,Moonsilk,1,S1,0.39574807072405394
25.0,Laki-laki,PNS,Tanjung Pinang,10759720.77776537,0,0,59.76099833036945,169.85371833488554,Moonsilk,0,S1,0.30980962240697296
26.0,Perempuan,PNS,Gorontalo,17880094.509762906,0,0,49.356671455677414,158.9108469228581,Pantone,0,S1,0.23504008629411638
37.0,Perempuan,PNS,Tanjungselor,7895546.288198193,0,0,50.17513165155629,156.08419825137585,Deadbuoy,0,S1,0.2149684631385196
36.0,,Pegawai swasta,Denpasar,5618545.971409538,0,0,49.007341164280625,156.56173436666558,Deadbuoy,1,SMA,0.32864224609958137
31.0,Laki-laki,Pegawai swasta,Gorontalo,6049081.386372436,0,0,51.01887281248767,149.40039425675567,Shoulder & Head,0,S1,0.2629975784998468
48.0,Laki-laki,,Gorontalo,14795841.503272293,0,0,60.208338407687286,149.70496886969082,Merpati,0,S2,0.3358216175519214
40.0,Laki-laki,Pegawai swasta,Mamuju,11553337.640682524,0,1,89.69891840028602,175.06992420651466,Deadbuoy,1,S1,0.6075404404660641
46.0,Laki-laki,PNS,Jayapura,7121427.619619157,0,0,55.131118436276665,161.3090380425317,Shoulder & Head,0,S1,0.3249599753212978
44.0,Laki-laki,PNS,Mataram,6717870.427885864,0,0,45.04431860238604,144.4537157003376,Shoulder & Head,0,S1,0.3950187100953375
32.0,Perempuan,Pegawai swasta,Mamuju,7636767.245686013,0,0,49.59796158757296,153.30329650975384,Merpati,0,S1,0.04538665136206545
50.0,Laki-laki,PNS,Tanjung Pinang,6725794.757779803,0,0,45.95882799793799,147.42084668665444,Moonsilk,1,SMA,0.5341254323388641
54.0,Perempuan,Pegawai swasta,Tanjungselor,6918227.527345593,0,0,80.27357227544714,168.45659366040886,Pantone,0,S1,0.3439330879195775
44.0,Laki-laki,PNS,Gorontalo,5097056.840133049,0,0,50.66664829793482,145.24967763523108,Deadbuoy,0,S1,0.36406716729649635
35.0,Perempuan,Freelance,Surabaya,13130268.15589632,0,0,65.34661879569023,161.53942526268608,Deadbuoy,0,S1,0.04221469284311355
28.0,Perempuan,Pegawai swasta,Makassar,5459878.474255133,0,1,55.89015829294509,163.60623516225914,Pantone,0,S1,0.42108230213982967
25.0,Perempuan,Pegawai swasta,Jakarta,7655146.862825722,0,0,55.2522850767938,155.91081999508896,Shoulder & Head,1,SMP,0.2775578335152274
41.0,Laki-laki,Pegawai swasta,Mamuju,12349197.676699858,0,1,52.75224432118173,152.7756914133477,Deadbuoy,1,SMA,0.695093270662356
49.0,Laki-laki,PNS,Bengkulu,9239580.43400405,0,1,51.76234946756516,156.15232350013716,Shoulder & Head,1,S1,0.8231700396525601
55.0,Perempuan,Pegawai swasta,Palu,22748994.14197805,0,1,56.621782222485706,158.92743128520488,Pantone,1,SMP,0.6417977659920703
49.0,Laki-laki,Pegawai swasta,Medan,4024058.0918371156,0,0,49.878826242529634,158.42384178549844,Deadbuoy,0,S1,0.2178998656879898
50.0,Perempuan,Pegawai swasta,Kendari,5892793.828690409,0,0,59.68416366986571,174.46245003718468,Deadbuoy,0,S1,0.2777366887231589
36.0,Laki-laki,Freelance,Pekanbaru,9321713.409818463,0,0,57.35435193641267,158.08530428183747,Merpati,0,S1,0.132789058964332
38.0,Laki-laki,Freelance,Pekanbaru,10955483.499729149,0,0,53.435237793077654,151.5631976539213,Moonsilk,1,S1,0.2496273935709294
53.0,Laki-laki,PNS,Kupang,19977912.172534995,0,1,67.84025758545687,169.23309522582602,Moonsilk,1,SMA,0.8816931584095705
42.0,Perempuan,PNS,Samarinda,10025063.321331318,0,0,55.47953668546436,155.55157178657132,Moonsilk,1,S2,0.3389961130863664
45.0,Laki-laki,Pegawai swasta,Palangkaraya,13082269.653782915,0,0,54.43556469235823,155.9472635004156,Moonsilk,1,S1,0.4442644500727997
30.0,Perempuan,Pegawai swasta,Manokwari,19810057.899881832,0,0,50.69068181580231,151.5910109951913,Merpati,1,S1,0.2624658877263479
43.0,Laki-laki,PNS,Bandung,14271265.560623052,0,0,57.865999496158764,145.87895511171013,Merpati,0,S2,0.4038045407631107
42.0,Laki-laki,Freelance,Banda Lampung,12609512.75927227,0,0,99.98084591659727,176.9366864023642,Pantone,0,S1,0.247340921146223
29.0,Laki-laki,PNS,Jakarta,15989806.339472467,0,0,54.92716480204729,158.97776975957555,Shoulder & Head,1,S1,0.427935229008034
36.0,Perempuan,Pegawai swasta,Tanjungselor,20372410.602319285,0,0,50.34738067119505,150.71729457041917,Pantone,0,S1,0.11486183080898843
37.0,Laki-laki,PNS,Tanjungselor,5966101.164578758,0,0,47.70464127325234,152.20833751803082,Moonsilk,1,S1,0.48139911790656953
51.0,Laki-laki,PNS,Bandung,15101712.563194418,0,0,64.22127021497556,150.91519928938845,Deadbuoy,1,SMA,0.6139012763211903
34.0,Laki-laki,,Gorontalo,9780764.991286553,0,0,53.15240552746301,158.12228639141264,Shoulder & Head,0,S2,0.20520440537343176
51.0,Laki-laki,Freelance,Denpasar,9439948.705466999,0,0,53.56111172090479,167.11294124410068,Merpati,1,S1,0.42854716280968863
48.0,Laki-laki,Pegawai swasta,Gorontalo,11567224.352367176,0,0,40.8353173057468,143.91578728659948,Moonsilk,0,S1,0.24582619146549797
22.0,Laki-laki,PNS,Tanjungselor,8272619.30190445,0,0,43.57248068418872,151.91360135455872,Moonsilk,0,SMA,0.35088624112632977
42.0,Laki-laki,Pegawai swasta,Ambon,6327468.36433571,0,0,57.87523206587612,160.71526496771463,Pantone,0,S1,0.21479824603977168
38.0,Perempuan,PNS,Manokwari,7489256.344957609,0,0,42.87162835370219,151.6640817410385,Pantone,0,SD,0.1629131835069072
40.0,Laki-laki,PNS,Samarinda,5574443.389705849,0,0,72.83585421596811,166.5187759368392,Moonsilk,1,S1,0.47165084816543645
36.0,Perempuan,Freelance,Serang,3854839.317725645,0,0,50.572521867244035,159.73838023115934,Deadbuoy,1,S1,0.16823075652273073
37.0,Laki-laki,Pegawai swasta,Jayapura,11467188.698947292,0,0,55.4651674738742,161.26369211407254,Pantone,1,SMA,0.3139821597419378
31.0,Laki-laki,Pegawai swasta,Serang,12963568.914495917,0,0,81.34282135639293,170.67285785503066,Moonsilk,0,S1,0.1871208166188595
39.0,Perempuan,,Mataram,9983364.110510318,0,0,44.5462281863942,158.12745236563,Merpati,0,SMA,0.15180714533185954
38.0,Laki-laki,Freelance,Yogyakarta,7079056.157967532,0,0,56.034056609515986,149.8012460889781,Moonsilk,1,S1,0.17446679893851297
39.0,Laki-laki,PNS,Semarang,12365136.751948511,0,0,52.90777350257764,160.7277348698906,Shoulder & Head,0,SMP,0.3380344017245428
31.0,Perempuan,PNS,Yogyakarta,6953740.815549368,0,0,43.21224774593982,154.09605540257755,Shoulder & Head,0,SMA,0.15882565784275865
27.0,Perempuan,Freelance,Denpasar,2622539.378577991,0,0,65.66072218601558,153.70428489739393,Pantone,1,SMA,0.01833152710614995
44.0,Laki-laki,Freelance,Serang,6039300.295097635,0,0,70.00075553379007,161.16529587749477,Moonsilk,0,S1,0.18902254357253345
20.0,Laki-laki,Pegawai swasta,Kendari,11446911.472625582,0,0,58.64538469235926,158.40810860414473,Merpati,1,S1,0.3646029382136903
26.0,Laki-laki,Pegawai swasta,Surabaya,19549980.72473628,0,0,48.607611415603586,158.89578224626229,Deadbuoy,0,S3,0.20255698649260914
47.0,Perempuan,PNS,Jakarta,13627647.771922827,0,0,47.51417036766444,155.56658649824857,Moonsilk,1,S2,0.4221666014551563
44.0,Perempuan,Freelance,Tanjung Pinang,2590474.4189685425,0,1,56.84553851980225,159.95477505053645,Moonsilk,1,SMP,0.5478156639981604
40.0,Laki-laki,PNS,Gorontalo,8893627.79620545,0,0,53.27485857424398,158.91921292996076,Shoulder & Head,0,S1,0.3239679832826132
46.0,Laki-laki,Freelance,Jakarta,12340984.457426494,0,0,63.88697002054877,159.67162714064352,Pantone,0,SMP,0.2421604420878396
36.0,Laki-laki,PNS,Pangkalpinang,9992795.46322237,0,1,55.97064909020433,161.4615876482822,Pantone,1,SMA,0.6316672033447943
38.0,Perempuan,PNS,Samarinda,4416848.395775186,0,0,53.15684171841248,153.77247836828445,Merpati,0,S1,0.20732297013931614
46.0,Perempuan,PNS,Serang,12062505.72640301,0,0,64.59716489840721,160.1343696055655,Deadbuoy,0,SMA,0.3346262610044111
25.0,Perempuan,Pegawai swasta,Jakarta,18888780.879044276,0,0,67.44199620705021,158.86450414802226,Moonsilk,1,SD,0.26014556374947395
35.0,Laki-laki,Pegawai swasta,Padang,10959050.895785674,0,0,43.68344729120651,154.04386108866225,Shoulder & Head,1,S1,0.2952821870983882
45.0,Laki-laki,PNS,Ambon,3458382.700143725,0,0,62.66293205090416,157.21270931261114,Moonsilk,1,SMA,0.5141753750967233
37.0,Perempuan,Pegawai swasta,Tanjungselor,5461741.631897483,0,0,53.17647753646503,160.47619439259347,Pantone,1,S1,0.2318710849881177
32.0,Perempuan,Pengangguran,Serang,9464285.900181238,0,0,64.09132070230632,164.73822868320173,Deadbuoy,0,S2,0.4864094684326447
44.0,Laki-laki,PNS,Kendari,20688399.005923793,0,0,57.12817782677485,158.0912607157376,Pantone,1,S1,0.548764183525863
36.0,Laki-laki,Freelance,Bengkulu,7125192.277537324,0,0,51.023713815433226,154.980256606651,Shoulder & Head,1,SMP,0.17913885134749946
45.0,Perempuan,PNS,Banda Aceh,11932119.541432267,0,0,46.16393274350768,155.66067077556121,Pantone,1,SMP,0.3506834208320466
49.0,Laki-laki,PNS,Jayapura,15881710.912274193,0,0,55.98469830308056,158.81325770017912,Pantone,0,S1,0.4731004681047273
47.0,Laki-laki,Freelance,Banda Lampung,5471899.269189024,0,0,52.11211522527667,163.65234753115868,Moonsilk,0,S1,0.19007150782002563
44.0,Laki-laki,PNS,Ambon,11922526.551651267,0,1,46.393102704319894,149.87449329314438,Merpati,1,S1,0.732328418420926
56.0,Perempuan,Pegawai swasta,Denpasar,21497788.26012918,0,0,55.019919972977576,158.2504762266499,Shoulder & Head,0,S1,0.2929751673518086
47.0,Laki-laki,Freelance,Banjarmasin,8372008.967746254,0,1,66.2584126168047,166.84170068974475,Moonsilk,0,S1,0.5750111186381797
48.0,Laki-laki,PNS,Gorontalo,15021905.255344724,0,1,68.27530479800205,154.88518431386836,Merpati,0,SMP,0.6680532226420621
30.0,Laki-laki,Pegawai swasta,Pangkalpinang,7122755.484601519,0,1,51.59646601236824,165.2170025980354,Pantone,1,S1,0.5842177867712025
48.0,Perempuan,Pegawai swasta,Pekanbaru,11983141.764891634,0,0,54.82644130320938,159.53987128654268,Moonsilk,0,S1,0.24003640976250318
27.0,Perempuan,PNS,Tanjungselor,13364700.509167347,0,0,53.98030825797831,163.14606296305217,Merpati,0,S1,0.24230252599653956
44.0,Perempuan,PNS,Sofifi,5858312.459191383,0,0,54.71921196137349,165.00962336875654,Shoulder & Head,0,SD,0.33139979097184435
36.0,Perempuan,PNS,Yogyakarta,8198558.299068685,0,0,54.534814425211884,157.72011792102174,Pantone,1,S1,0.24195250941912994
47.0,Laki-laki,Freelance,Tanjungselor,8113410.424552306,0,1,53.532603448896175,148.74196251334567,Pantone,0,S1,0.5368170276047568
43.0,Laki-laki,PNS,Surabaya,9469818.879269736,0,1,62.29611837953705,155.89362835892513,Moonsilk,1,SMA,0.7689708030056778
32.0,Laki-laki,PNS,Semarang,9659594.296647124,0,0,52.04504253359055,157.85376695098998,Moonsilk,0,S1,0.3547927793181915
39.0,Perempuan,Freelance,Bengkulu,12546878.819791894,0,0,67.21437431034511,162.403598791429,Moonsilk,0,S1,0.03385984777820747
30.0,Perempuan,Pegawai swasta,Tanjungselor,18661987.80482726,0,0,55.06369470695395,156.88622512727028,Moonsilk,0,SMP,0.11329768669801839
48.0,Perempuan,Freelance,Samarinda,7838757.703350175,0,0,46.949224158512024,151.2420070917291,Shoulder & Head,0,S1,0.11270256664175644
46.0,Laki-laki,Pegawai swasta,Pangkalpinang,5879195.329244534,0,1,52.31584773483693,144.78055726883352,Shoulder & Head,0,S2,0.5922584202959911
38.0,Perempuan,PNS,Denpasar,11122073.049291156,0,0,50.10250441420348,149.3744811896114,Deadbuoy,0,S1,0.17948708090710386
24.0,Laki-laki,PNS,Pangkalpinang,6756814.040726716,0,0,60.29792399217756,160.9198355414483,Deadbuoy,1,SMA,0.36513824595955224
44.0,Laki-laki,PNS,Surabaya,17967816.829823352,0,0,50.066309201478575,153.7919953298381,Moonsilk,0,SD,0.4813799793030683
33.0,Laki-laki,Pegawai swasta,Tanjung Pinang,7593520.3463188065,0,0,81.43656572072757,168.8295418683295,Shoulder & Head,1,S1,0.3713818119224754
63.0,Perempuan,Pegawai swasta,Semarang,7357149.160476211,1,0,59.83784617535791,164.93590032001515,Pantone,1,S2,0.5497651858150263
34.0,Laki-laki,PNS,Banda Lampung,3313344.6909717843,0,0,50.90165142159107,150.66114714464948,Merpati,1,S1,0.3968408847681466
68.0,Laki-laki,Pegawai swasta,Manokwari,11404979.373630771,1,0,73.7561338849019,164.96339074691804,Pantone,1,SMA,0.6150475815151079
42.0,Perempuan,Pegawai swasta,Mamuju,10385132.250331024,0,0,77.76709869649326,176.37232256867415,Moonsilk,1,SMA,0.41461679582979416
44.0,Laki-laki,Pegawai swasta,Kupang,13525943.231199503,0,0,53.45346774088846,154.08824805484076,Shoulder & Head,0,S1,0.3306630700598448
47.0,Laki-laki,Freelance,Jayapura,16439750.895519685,0,0,59.17199922571791,166.5421184412345,Merpati,1,S1,0.3503199732846059
51.0,Laki-laki,Pegawai swasta,Semarang,9057805.886708371,0,0,52.03870278068247,147.9852501274576,Pantone,1,S1,0.5661680679935892
36.0,Perempuan,Pegawai swasta,Bandung,11918885.432854071,0,0,44.734507607831084,151.5266600447762,Shoulder & Head,1,SMA,0.12722331535956316
31.0,Perempuan,Pegawai swasta,Banjarmasin,12574104.720488906,0,0,48.72413210417112,151.43390181868148,Merpati,1,S2,0.23654181814839317
34.0,Laki-laki,Pegawai swasta,Banjarmasin,5439411.043171828,0,0,50.9655217056079,155.89654758296354,Deadbuoy,1,S2,0.26864130066538
29.0,Laki-laki,PNS,Gorontalo,9801964.01506931,0,0,63.212585759697035,163.55239767262822,Merpati,1,S1,0.47337559256737516
44.0,Laki-laki,Pegawai swasta,Denpasar,6894048.9857676765,0,0,63.02820000962924,161.68981850386712,Pantone,1,S1,0.3984907154623778
38.0,Perempuan,PNS,Mataram,6532498.642862986,0,0,52.77575880249913,156.54010504868336,Pantone,0,SMP,0.2774402109401511
48.0,Perempuan,PNS,Mamuju,10288247.681639107,0,0,54.16925661820192,150.34281332581537,Merpati,1,S1,0.39838238541604365
46.0,Laki-laki,Pegawai swasta,Kendari,10464824.99588063,0,0,50.98738474112032,155.99490631946162,Deadbuoy,1,S1,0.5136577470805512
39.0,Laki-laki,Freelance,Tanjungselor,4154339.2014419464,0,0,44.128004765967916,158.79722538114436,Moonsilk,1,SMA,0.1803429221693846
43.0,Laki-laki,PNS,Kupang,4592477.28544946,0,0,66.27595911702848,161.20561327412622,Pantone,1,S1,0.6261160731480013
25.0,Laki-laki,PNS,Denpasar,4851701.967761358,0,0,44.3585063107089,150.92623905573504,Merpati,1,SMA,0.45147490171110205
59.0,Laki-laki,PNS,Tanjungselor,12331317.57876598,1,1,59.576753119811734,164.1510928486646,Deadbuoy,1,S1,0.9807222140370128
40.0,Laki-laki,PNS,Banjarmasin,12632931.694957618,0,0,50.105819135604236,147.8596408846805,Moonsilk,0,S1,0.2919357321225356
40.0,Laki-laki,Pegawai swasta,Tanjung Pinang,8104360.665469812,0,1,56.2091647904207,150.15818478596333,Moonsilk,1,S2,0.6140678284025741
64.0,Perempuan,Pegawai swasta,Bandung,10984679.719225712,1,0,57.60396307499121,160.4634034647202,Deadbuoy,0,S1,0.41544813625547744
39.0,Laki-laki,Pegawai swasta,Banjarmasin,4362166.958141136,0,0,67.12434302729089,158.68790062786826,Shoulder & Head,0,S1,0.17938453390654902
62.0,Perempuan,PNS,Palu,5963753.233615459,1,1,63.80590578954492,169.564906639899,Pantone,0,S2,0.8063066572839587
39.0,Laki-laki,Pegawai swasta,Serang,2562528.092554559,0,0,59.958478811789924,164.5423695134856,Shoulder & Head,0,S1,0.2124433905775413
36.0,Laki-laki,PNS,Serang,17261012.805532955,0,0,48.32013285095387,151.18749604936323,Moonsilk,0,S2,0.27962444285570004
36.0,Perempuan,Pegawai swasta,Pangkalpinang,6492940.224538273,0,0,46.81950929415615,149.34768628654527,Merpati,0,S1,0.0905346453538141
25.0,Laki-laki,PNS,Mataram,12065387.010440685,0,0,48.64168748494314,145.6176786833433,Pantone,0,S1,0.28665649572857305
50.0,Perempuan,PNS,Jayapura,12221063.86989156,0,0,55.40849600916108,149.62449832080262,Moonsilk,1,S1,0.4962037006538239
37.0,Laki-laki,PNS,Palembang,5517128.50459882,0,0,58.12364735725195,153.47492635041732,Pantone,0,SMA,0.283101910048707
29.0,Laki-laki,Pegawai swasta,Denpasar,13720508.365410073,0,0,46.461169188424186,154.53621748652424,Moonsilk,1,S1,0.35772178866353194
37.0,Perempuan,Pegawai swasta,Yogyakarta,7713039.185165355,0,0,56.005238612038816,160.72495248682046,Moonsilk,0,S1,0.08284716690502203
49.0,Laki-laki,Pegawai swasta,Pontianak,16799947.781691365,0,0,59.17699846929819,159.3103891508905,Pantone,1,S1,0.3548610489228867
51.0,Laki-laki,,Padang,16705920.28237993,0,0,64.36232697270786,157.32431081218058,Moonsilk,0,S1,0.4662911034222541
44.0,Perempuan,PNS,Mamuju,17865967.706097014,0,0,44.00926758170386,156.05246063862614,Shoulder & Head,1,SMA,0.4808587045476911
28.0,Laki-laki,,Serang,11589337.597871443,0,0,59.534567717005984,161.44838963493646,Shoulder & Head,0,SMA,0.23903480670126792
64.0,Perempuan,Pegawai swasta,Makassar,15265259.24616386,1,0,62.84573975287863,158.75755058774809,Moonsilk,1,S1,0.5491890538514071
45.0,Perempuan,Pengangguran,Pangkalpinang,11057817.321813136,0,1,48.961116364891815,151.73329709650827,Moonsilk,0,SMA,0.9767260667362666
43.0,Laki-laki,Freelance,Sofifi,12668842.173467407,0,0,50.48631719681927,154.68422599735794,Deadbuoy,1,S1,0.3604845973177211
18.0,Laki-laki,Pegawai swasta,Serang,21711142.99525451,0,0,45.05973799243851,144.3241622727515,Moonsilk,1,S1,0.3087878090362727
42.0,Perempuan,PNS,Mataram,16892713.96733074,0,0,51.170323784713545,160.55500886292387,Deadbuoy,0,SMP,0.2430034689043809
31.0,Laki-laki,Pegawai swasta,Pangkalpinang,5785841.137665955,0,0,50.45873339066556,158.719468150039,Deadbuoy,0,S2,0.18660020795655047
35.0,Perempuan,Pegawai swasta,Kendari,12932024.743386712,0,1,79.84879763409053,170.365987760407,Pantone,1,S1,0.5990038813421574
39.0,Laki-laki,Pegawai swasta,Banda Aceh,7831368.501115126,0,0,60.48292160015246,156.96647990440965,Merpati,0,S1,0.18955107159120854
20.0,Perempuan,PNS,Pekanbaru,9397874.08404236,0,0,52.98945222172328,162.38362811885693,Merpati,0,S1,0.18574337530428991
51.0,Laki-laki,PNS,Manokwari,7306089.427809585,0,0,60.72687346887487,161.03786444150745,Deadbuoy,0,SMA,0.4708745384675199
46.0,Laki-laki,Pegawai swasta,Kendari,7833393.17450831,0,1,69.49184624741895,160.2676314363426,Merpati,1,SD,0.7015491047329296
36.0,Laki-laki,Freelance,Ambon,9907041.49775186,0,0,56.4226664505494,159.92602028621255,Moonsilk,0,SD,0.05116108882275733
49.0,Perempuan,Pegawai swasta,Pangkalpinang,12014421.338056698,0,1,55.62301945513101,156.2563811329726,Shoulder & Head,0,SMP,0.5297836261907788
56.0,Perempuan,PNS,Jayapura,6810139.030476634,0,1,53.379821440060965,154.0937763510359,Merpati,0,SMA,0.7678084849748972
40.0,Laki-laki,Freelance,Bandung,10801726.375761377,0,0,57.56450724319673,162.11688185945093,Shoulder & Head,0,SMA,0.10020173515489961
34.0,Perempuan,PNS,Ambon,5985664.613276747,0,0,55.673784690352555,150.21539056674644,Deadbuoy,0,S1,0.36202531505237
41.0,Laki-laki,Pegawai swasta,Jakarta,9451519.062996162,0,0,64.86063808737993,163.7250501367481,Merpati,1,S1,0.43178145387472994
31.0,Perempuan,Freelance,Sofifi,7309653.785571324,0,0,56.096926277371956,157.81222198279752,Pantone,1,SMA,0.13863635025294704
34.0,Perempuan,Pegawai swasta,Bengkulu,8318409.431058913,0,0,56.79832117132371,153.51978835415596,Pantone,0,S1,0.15514261262049772
49.0,Perempuan,PNS,Mataram,6602254.7496599695,0,0,46.37898129959494,154.60007169004925,Moonsilk,1,S1,0.46132982223914454
30.0,Perempuan,PNS,Bandung,7476700.41619812,0,0,65.06042875188595,170.51480403283253,Moonsilk,1,S1,0.3970643504374123
44.0,Perempuan,PNS,Jakarta,11352782.364109766,0,0,59.07948926919855,155.87469627758597,Moonsilk,1,S1,0.4650400589734787
36.0,Laki-laki,Pegawai swasta,Sofifi,14947587.722800406,0,1,58.655169522494376,152.3452529737847,Shoulder & Head,1,S1,0.6191842422068022
43.0,Laki-laki,PNS,Serang,8681081.357035499,0,0,47.10716976259541,156.1935953071367,Pantone,0,SMA,0.38041271328909193
41.0,Perempuan,,Padang,9862998.479412038,0,0,58.98789876347651,157.8328212918217,Moonsilk,1,S1,0.2925785423785247
48.0,Laki-laki,PNS,Ambon,12255421.536541235,0,0,52.68350514621702,163.02583725472005,Deadbuoy,0,SMA,0.384237418288601
42.0,Perempuan,PNS,Pangkalpinang,7512363.37979462,0,0,47.397703712245544,160.4292583040877,Moonsilk,1,S1,0.38451437582396536
50.0,Perempuan,PNS,Samarinda,9940329.046417808,0,0,67.19481079558348,164.05337715603468,Merpati,0,S1,0.4034558329265081
54.0,Perempuan,PNS,Mamuju,5490933.721677685,0,0,43.82340367356167,143.33708580012205,Pantone,1,S1,0.5351077952875568
42.0,Perempuan,Pegawai swasta,Pontianak,8169034.295214588,0,0,49.81170095676598,151.62161867930607,Pantone,1,SMP,0.22660117479161127
49.0,Laki-laki,PNS,Semarang,5260083.692907017,0,0,56.40978940358161,147.8603382870906,Pantone,1,SMA,0.3940510964924809
36.0,Laki-laki,Pegawai swasta,Pekanbaru,8227249.533854336,0,0,54.34203259659034,162.44097398805891,Moonsilk,1,S2,0.2797736698546022
46.0,Perempuan,Pegawai swasta,Tanjung Pinang,6481711.350426259,0,0,61.6887374611119,154.47180533191315,Merpati,0,S1,0.20023510513372128
37.0,Laki-laki,PNS,Manado,5075589.880383443,0,0,69.4986603940852,164.24396420860435,Merpati,1,SMA,0.4295596373702771
46.0,Laki-laki,PNS,Pangkalpinang,16261346.041904667,0,0,52.178002659238146,159.48585999430188,Deadbuoy,1,SMP,0.4631162935833334
31.0,Laki-laki,Pegawai swasta,Samarinda,7203900.975693136,0,1,52.53917937989557,157.95303927183735,Pantone,1,S1,0.6180747461441796
32.0,Laki-laki,PNS,Padang,10966092.573626557,0,0,50.643750108694064,153.10970938201982,Pantone,0,S1,0.3867517792809191
36.0,Laki-laki,Freelance,Pangkalpinang,5314365.899383692,0,0,51.29627404105022,149.6280576143593,Merpati,0,SMA,0.12364793352790755
59.0,Laki-laki,PNS,Denpasar,6816259.537616345,1,0,43.745500049582176,151.9482542871557,Deadbuoy,1,S1,0.6473104046641239
48.0,Perempuan,PNS,Pekanbaru,4271737.404195136,0,0,49.01993186911087,161.2163835421782,Shoulder & Head,1,SMA,0.4575413678790633
42.0,Perempuan,Pegawai swasta,Kupang,14447230.270464895,0,0,60.77846854227325,164.31423030268908,Shoulder & Head,0,S3,0.1918454242808857
27.0,Perempuan,PNS,Surabaya,5208006.1491426295,0,1,45.99930306742,143.3353696802458,Pantone,0,SMP,0.4755843162618595
21.0,Perempuan,Pegawai swasta,Semarang,3050870.9086999893,0,1,53.29556689623857,156.1123397093813,Pantone,0,S1,0.39132312375934697
