Age,Job,Saving accounts,Credit amount,Duration,Purpose,Sex_female,Sex_male,Housing_free,Housing_own,Housing_rent,Checking account_little,Checking account_moderate,Checking account_rich,Checking account_unknown
42,2,0,0.06193614363131842,36,4,0,1,0,1,0,1,0,0,0
40,2,0,-0.09579115670824888,18,4,1,0,0,0,1,0,1,0,0
36,2,4,-0.06814457372738089,36,1,0,1,0,1,0,0,0,0,1
33,2,0,0.991995550577441,18,5,0,1,0,1,0,0,0,0,1
23,2,0,-0.39884023938314783,10,4,1,0,0,0,1,0,0,0,1
63,3,4,3.7162473043075854,60,1,0,1,1,0,0,0,0,0,1
60,3,1,4.0799062035174645,60,7,1,0,1,0,0,0,1,0,0
37,2,0,1.564421595630028,48,0,1,0,0,0,1,1,0,0,0
34,2,0,-0.33716709273351925,18,5,0,1,0,1,0,0,0,0,1
36,2,4,-0.859616622397614,7,5,0,1,1,0,0,0,0,0,1
57,3,0,3.9154444791184546,36,1,0,1,1,0,0,0,1,0,0
52,1,1,-1.0311672142276154,6,1,1,0,0,1,0,0,0,0,1
39,2,4,-0.3754469768608749,20,4,0,1,0,1,0,1,0,0,0
38,3,0,3.4397814744989055,18,1,1,0,1,0,0,0,1,0,0
25,2,4,-0.7047248690304435,22,1,1,0,0,0,1,0,0,0,1
26,2,0,-0.6880660305676128,12,1,0,1,0,1,0,0,0,1,0
26,1,1,0.3547063685312793,30,0,0,1,0,1,0,0,0,0,1
25,2,0,-0.3662314492005856,18,5,1,0,0,1,0,0,0,0,1
21,2,4,-0.760372478363729,18,5,1,0,0,0,1,0,0,0,1
40,3,0,1.4541897070781058,18,4,0,1,0,1,0,0,1,0,0
27,2,2,-0.3350404325042217,15,0,0,1,0,1,0,0,1,0,0
27,2,0,-0.6458872693532116,9,0,1,0,0,1,0,0,0,0,1
30,3,0,-0.514388778508314,18,1,0,1,0,1,0,0,0,0,1
19,1,3,-0.8110578804953203,12,4,1,0,0,0,1,0,1,0,0
39,3,0,-0.007889200563950694,36,1,0,1,1,0,0,1,0,0,0
31,2,0,-0.46583003660602024,6,5,1,0,0,1,0,1,0,0,0
31,3,0,-0.3066849627802546,9,4,0,1,0,1,0,0,0,0,1
32,2,1,3.008778334694605,39,3,0,1,0,0,1,0,1,0,0
55,3,0,-0.2457207028737252,12,4,1,0,1,0,0,1,0,0,0
46,2,0,-0.32724267833013077,36,4,0,1,0,1,0,1,0,0,0
46,2,0,-0.7259914713234189,12,1,0,1,0,0,1,0,1,0,0
43,1,3,-0.6221395634593891,24,5,1,0,0,1,0,0,0,0,1
39,2,0,-0.6373806284360215,18,5,0,1,0,1,0,0,0,0,1
28,2,4,-0.49064107261449147,18,0,0,1,0,1,0,0,1,0,0
27,2,0,1.9057505624322826,24,0,0,1,0,1,0,0,0,0,1
27,1,0,-0.8752121307457961,14,1,0,1,0,1,0,0,0,0,1
43,2,4,-0.131944380606307,18,1,0,1,0,1,0,0,1,0,0
22,2,0,-0.4367656801389539,24,5,0,1,0,1,0,0,1,0,0
43,2,4,-0.3807636274341188,24,1,0,1,0,1,0,0,0,0,1
27,2,0,-0.7862468444868491,15,5,0,1,0,1,0,1,0,0,0
26,3,2,-0.012851407765644947,24,5,0,1,0,1,0,0,0,0,1
28,2,2,-0.8266533888435023,12,1,0,1,0,1,0,0,0,1,0
20,2,0,-0.46228560289052434,24,5,1,0,0,1,0,0,1,0,0
35,3,0,1.4113020591206054,33,1,0,1,0,1,0,0,0,0,1
42,3,0,-0.3470915071369078,12,0,0,1,0,1,0,0,0,0,1
40,1,2,-0.5934296503638724,10,1,0,1,0,0,1,0,0,0,1
35,2,4,-0.6699894186185837,24,1,1,0,0,1,0,1,0,0,0
35,2,0,0.9111824618641347,36,1,0,1,0,1,0,0,0,0,1
33,1,0,-0.2453662595021756,12,1,0,1,0,1,0,1,0,0,0
23,2,4,1.8430140856680053,18,3,1,0,0,0,1,1,0,0,0
31,3,2,-0.17341425507760896,21,1,1,0,0,1,0,0,0,0,1
33,2,4,-0.7901457215738945,18,1,1,0,0,1,0,0,1,0,0
20,2,3,-0.030219132971574827,15,1,1,0,0,0,1,0,0,0,1
30,2,4,-0.4406645572259994,12,1,0,1,0,1,0,0,1,0,0
47,1,0,-0.8199189647840601,12,1,0,1,0,1,0,0,1,0,0
34,3,1,-0.5955563105931699,21,4,0,1,0,1,0,0,0,0,1
25,2,4,-0.18050312250860073,12,4,1,0,0,1,0,0,1,0,0
21,2,0,-0.17447758519225773,18,1,0,1,0,0,1,0,1,0,0
29,2,0,-0.18723754656804295,28,5,0,1,0,1,0,0,0,0,1
46,2,3,-0.7522202808180884,18,5,0,1,0,1,0,0,0,0,1
20,2,0,-0.6940915678839559,9,4,0,1,0,1,0,0,0,0,1
55,0,0,-0.7376881025845553,18,6,1,0,1,0,0,1,0,0,0
74,1,0,0.0626450303744176,5,0,0,1,0,1,0,0,0,0,1
29,3,0,2.8556587981851824,24,7,0,1,0,1,0,0,1,0,0
36,3,0,-0.49595772318773534,6,4,0,1,1,0,0,1,0,0,0
33,2,0,-0.4300312560795117,24,6,0,1,0,1,0,0,0,0,1
25,2,0,-0.40238467309864373,9,4,0,1,0,1,0,1,0,0,0
25,2,4,-0.633481751348976,12,5,0,1,0,1,0,0,1,0,0
23,1,2,-0.9255430895058377,6,6,0,1,0,0,1,0,0,0,1
37,2,3,-0.7033070955442452,24,1,1,0,0,1,0,0,0,0,1
65,0,0,0.04350508831073977,42,6,0,1,0,1,0,1,0,0,0
26,0,0,-0.9436197014548667,12,0,1,0,0,1,0,0,0,1,0
39,3,0,-0.4917044027291403,12,1,0,1,0,1,0,0,0,0,1
30,2,0,-0.5852774528182318,12,4,1,0,0,1,0,1,0,0,0
29,2,0,-0.22764409092469615,20,7,0,1,0,1,0,0,1,0,0
41,1,0,-0.9046309305844119,12,3,0,1,0,1,0,0,0,0,1
30,3,0,0.646767706688141,48,4,1,0,0,1,0,0,1,0,0
41,1,4,-0.7185481605208774,9,3,1,0,0,0,1,0,0,0,1
34,2,0,-0.506591024334223,36,1,1,0,0,1,0,1,0,0,0
35,2,0,-0.24642958961682437,7,5,0,1,0,1,0,0,1,0,0
55,3,4,-0.6547483536419514,12,4,1,0,0,1,0,0,0,1,0
61,2,3,-0.6235573369455876,15,6,0,1,0,1,0,0,1,0,0
30,3,4,2.7585413143805946,36,1,0,1,0,1,0,0,0,0,1
29,2,0,-0.9758740482658794,6,5,1,0,0,1,0,0,0,0,1
34,2,0,-0.18156645262324952,12,4,0,1,0,1,0,0,0,0,1
35,3,0,-0.21311191269116297,24,1,0,1,0,1,0,0,0,0,1
31,2,0,0.5478780060258055,24,1,0,1,0,1,0,1,0,0,0
29,3,0,-0.20992192234721666,24,1,1,0,0,1,0,0,0,0,1
36,2,0,0.22462565117257996,11,1,0,1,0,0,1,1,0,0,0
35,2,0,0.04066954133834306,12,1,0,1,1,0,0,1,0,0,0
27,2,0,-1.0379016382870576,6,2,1,0,0,1,0,1,0,0,0
32,2,0,0.4688371341702471,18,5,0,1,0,1,0,0,0,0,1
37,2,0,0.12360929028094698,36,4,0,1,0,1,0,1,0,0,0
36,2,0,-0.5494786722917233,15,1,0,1,0,1,0,1,0,0,0
34,3,0,-0.09012006276345544,12,4,1,0,0,0,1,0,1,0,0
38,2,4,-0.8922254125801763,12,3,0,1,0,1,0,0,1,0,0
34,2,0,-0.46831114020686737,18,0,0,1,0,1,0,0,0,0,1
63,2,0,-0.12308329631756726,24,1,0,1,0,1,0,1,0,0,0
29,1,0,-0.5714541613277979,24,5,1,0,0,0,1,1,0,0,0
32,2,4,1.4059854085473615,48,5,0,1,0,1,0,0,0,0,1
26,2,0,-0.17979423576550158,33,0,1,0,0,1,0,0,0,0,1
35,1,0,0.4989648207519622,24,1,0,1,0,1,0,0,0,0,1
22,2,1,-0.06353680989723623,24,5,0,1,0,0,1,0,1,0,0
23,2,0,-1.0006850842743507,6,3,1,0,0,1,0,1,0,0,0
28,1,0,-0.9276697497351353,9,1,0,1,0,1,0,1,0,0,0
36,3,4,-0.7206748207501751,6,3,0,1,0,1,0,0,0,0,1
33,2,0,-0.7181937171493279,18,5,0,1,0,1,0,0,1,0,0
26,2,0,-0.05573905572314527,18,4,1,0,0,0,1,1,0,0,0
24,2,2,-0.2489106932176715,39,1,0,1,0,1,0,0,0,0,1
25,2,0,0.666616535494918,24,5,0,1,0,1,0,0,0,1,0
39,1,1,-0.7919179384316425,12,0,0,1,0,1,0,0,1,0,0
44,2,0,-0.6356084115782735,15,4,0,1,0,1,0,1,0,0,0
23,1,0,0.10695045181811628,12,5,1,0,0,1,0,0,1,0,0
26,2,0,-0.7337892254975098,24,1,0,1,0,1,0,0,1,0,0
57,2,3,0.12431817702404616,30,4,1,0,0,0,1,1,0,0,0
30,2,3,-0.8192100780409609,15,4,1,0,0,1,0,0,0,0,1
44,2,2,-0.7472580736163943,12,1,0,1,0,1,0,0,0,0,1
47,3,0,-0.7309536785251132,6,1,0,1,0,1,0,0,1,0,0
52,2,0,-0.06885346047048008,12,5,0,1,0,1,0,0,0,0,1
62,2,0,0.17216803218324073,24,1,1,0,1,0,0,0,0,0,1
35,1,1,-0.6568750138712489,10,1,0,1,0,0,1,0,0,0,1
26,2,0,0.08745606638288886,6,1,0,1,0,0,1,0,0,0,1
26,2,0,-0.4739822341516608,12,5,0,1,0,1,0,0,0,0,1
42,3,0,1.788784249820918,27,0,1,0,1,0,0,0,1,0,0
27,2,1,-0.7210292641217246,6,5,1,0,0,1,0,0,0,0,1
38,2,4,-1.0290405539983178,6,5,0,1,0,1,0,0,1,0,0
39,1,0,-0.407346880300338,12,1,0,1,0,0,1,1,0,0,0
20,2,4,-0.09756337356599681,24,4,0,1,0,1,0,1,0,0,0
29,3,1,2.0425657038504244,36,4,0,1,0,0,1,0,1,0,0
40,2,0,-0.5976829708224675,24,4,0,1,0,1,0,0,0,0,1
32,1,0,-0.6983448883425509,18,5,0,1,0,1,0,0,1,0,0
28,2,1,-0.6905471341684599,6,1,0,1,0,1,0,0,0,1,0
27,2,0,-0.05254906537919896,24,1,1,0,0,1,0,1,0,0,0
42,2,0,0.7874817251933279,36,1,0,1,1,0,0,1,0,0,0
49,2,1,-0.760372478363729,9,5,0,1,0,1,0,0,0,1,0
38,2,1,-0.728472574924266,24,5,0,1,0,1,0,0,1,0,0
24,2,0,-0.7316625652682123,24,1,1,0,0,0,1,1,0,0,0
27,1,4,-0.6955093413701542,10,1,0,1,0,1,0,0,0,0,1
36,2,2,-0.3229893578715357,15,1,0,1,0,1,0,0,0,1,0
34,3,1,1.2684613803861209,15,1,0,1,0,1,0,0,1,0,0
28,2,0,-0.6586472307289969,24,5,0,1,0,1,0,0,0,0,1
45,3,1,1.8844839601393073,39,1,0,1,0,1,0,0,0,0,1
26,2,0,-0.8904531957224283,12,1,0,1,0,1,0,1,0,0,0
32,3,0,0.5014459243528093,36,1,0,1,1,0,0,0,0,0,1
26,2,0,-0.20708637537481994,15,0,0,1,0,0,1,0,0,1,0
20,2,0,-0.952126342372057,12,5,0,1,0,0,1,0,1,0,0
54,2,4,-0.36020591188424256,24,1,0,1,0,1,0,0,0,0,1
37,2,0,-0.9436197014548667,6,1,1,0,0,1,0,1,0,0,0
40,1,0,-0.6770782860495755,6,1,0,1,0,1,0,1,0,0,0
23,2,0,1.366642194305357,36,4,1,0,0,0,1,0,0,0,1
43,2,1,-0.7330803387544107,6,1,0,1,0,1,0,1,0,0,0
36,2,4,-0.9113653546438542,6,5,0,1,1,0,0,0,0,0,1
44,2,0,0.7924439323950222,24,6,0,1,1,0,0,0,0,0,1
24,2,0,-0.02880135948537647,18,5,1,0,0,1,0,1,0,0,0
53,2,0,1.3638066473329604,48,4,0,1,1,0,0,1,0,0,0
23,2,1,0.07682276523640118,24,1,1,0,0,1,0,0,0,0,1
26,1,0,-0.7649802421938737,18,5,1,0,0,1,0,0,1,0,0
30,2,0,1.6640201830354626,26,1,0,1,0,1,0,0,1,0,0
31,2,1,-0.6164684695145958,15,3,1,0,0,1,0,0,0,0,1
42,1,0,-0.6267473272895339,4,5,0,1,0,1,0,0,0,0,1
31,2,0,-0.3435470734214119,36,5,0,1,0,0,1,1,0,0,0
41,1,0,-0.9248342027627385,6,1,0,1,0,1,0,1,0,0,0
32,2,0,-0.35382593119635,36,3,0,1,0,1,0,0,1,0,0
28,2,1,-0.22693520418159696,15,1,1,0,0,0,1,0,1,0,0
41,2,0,-0.6267473272895339,12,1,0,1,0,0,1,0,0,0,1
26,2,1,-0.694800454627055,24,5,0,1,0,1,0,0,0,0,1
25,2,4,-0.058929046067091574,24,5,0,1,0,1,0,0,0,0,1
33,2,0,-0.33752153610506885,21,3,0,1,0,0,1,0,0,1,0
75,3,4,-0.6724705222194308,6,1,1,0,0,1,0,1,0,0,0
37,2,0,0.12077374330855027,18,4,1,0,0,1,0,0,1,0,0
42,3,0,1.592068178610896,48,1,0,1,1,0,0,1,0,0,0
45,1,0,-0.07877787487386859,18,4,1,0,0,1,0,0,0,1,0
23,2,0,-0.6157595827714966,12,5,0,1,0,0,1,0,1,0,0
60,2,0,-0.439246783739801,24,1,0,1,1,0,0,0,0,0,1
31,2,4,1.091239694611326,30,4,0,1,0,1,0,1,0,0,0
34,1,0,-0.14434989861054262,18,4,0,1,0,1,0,0,0,1,0
61,1,0,-0.714649283433832,12,1,0,1,0,1,0,0,0,0,1
43,2,0,-0.6870027004529641,24,1,0,1,1,0,0,1,0,0,0
37,2,0,-0.4427912174552969,24,1,1,0,0,1,0,0,0,0,1
32,2,0,-0.609379602083604,24,5,0,1,0,1,0,0,0,0,1
24,1,0,-0.9375941641385238,12,5,1,0,0,1,0,1,0,0,0
35,2,4,1.9801836704576965,48,1,0,1,1,0,0,0,0,0,1
23,2,4,-0.8064501166651756,12,6,1,0,0,1,0,0,0,0,1
45,1,2,-0.5391998145167852,6,5,0,1,0,1,0,0,0,0,1
34,2,0,1.3212734427470096,48,5,0,1,0,1,0,1,0,0,0
27,2,1,-0.45236118848713586,12,1,0,1,0,1,0,0,1,0,0
67,3,0,-0.734498112240609,9,3,1,0,0,1,0,0,1,0,0
22,2,0,-0.6877115871960632,12,5,0,1,0,1,0,0,1,0,0
28,2,1,-0.35205371433860205,18,1,1,0,0,1,0,0,1,0,0
29,2,4,0.6138044731340292,21,1,1,0,0,1,0,0,0,0,1
27,2,0,0.0995071410155749,24,4,0,1,0,1,0,1,0,0,0
31,1,0,-0.4761088943809583,18,4,0,1,0,1,0,0,1,0,0
49,2,4,-0.10890556145558368,24,1,0,1,1,0,0,1,0,0,0
24,1,0,-0.6115062623129015,24,5,0,1,0,0,1,1,0,0,0
29,2,0,-0.9173908919601972,6,5,1,0,0,1,0,0,0,1,0
37,2,4,3.2317232153992967,36,1,0,1,1,0,0,0,1,0,0
37,3,4,0.5106614520130986,24,0,0,1,0,1,0,0,1,0,0
23,2,1,-0.6090251587120543,24,5,1,0,0,0,1,0,1,0,0
36,2,0,-0.67317940896253,12,1,0,1,0,1,0,1,0,0,0
34,2,3,-0.2457207028737252,24,5,0,1,0,1,0,0,0,0,1
41,2,4,0.2508544606672496,48,5,0,1,0,1,0,0,1,0,0
31,2,0,1.2358525902035586,48,5,1,0,0,1,0,1,0,0,0
23,1,0,-0.013205851137194536,24,4,1,0,0,0,1,1,0,0,0
38,2,0,0.9508801194776887,30,5,0,1,0,1,0,0,0,0,1
26,3,4,0.7662151229003527,24,1,1,0,0,0,1,0,0,0,1
22,1,0,-0.8737943572595976,15,0,1,0,0,1,0,1,0,0,0
27,1,0,-0.775967986711911,9,5,0,1,0,1,0,0,1,0,0
24,2,0,-0.1712875948483114,15,4,1,0,0,1,0,0,0,0,1
27,2,0,-0.12095663608826972,12,5,1,0,0,1,0,0,1,0,0
33,2,4,-0.47646333775250793,24,3,1,0,0,1,0,0,0,0,1
27,2,0,-0.15994540695872456,36,1,0,1,0,1,0,0,1,0,0
27,1,0,-0.8273622755866015,24,3,0,1,0,1,0,0,0,0,1
30,2,0,-0.7851835143722004,18,1,0,1,0,1,0,0,1,0,0
49,1,0,-0.05219462200764937,12,1,0,1,0,1,0,0,1,0,0
26,2,0,-0.6675083150177367,9,4,1,0,0,0,1,0,0,0,1
33,1,0,-0.31448271695434554,36,6,0,1,0,0,1,0,1,0,0
52,3,4,-0.4034480032132925,12,1,1,0,1,0,0,0,0,0,1
20,2,0,-0.4367656801389539,18,4,1,0,0,0,1,1,0,0,0
36,2,0,-0.16738871776126593,9,1,0,1,0,0,1,1,0,0,0
21,1,0,-0.702598208801146,12,4,0,1,0,1,0,1,0,0,0
47,1,0,-0.7281181315527164,18,2,0,1,0,1,0,1,0,0,0
60,2,0,-0.3633959022281889,12,4,0,1,0,1,0,1,0,0,0
58,1,0,-1.023015016681975,12,5,1,0,0,1,0,1,0,0,0
42,2,4,-0.4629944896336235,24,1,1,0,0,0,1,0,1,0,0
36,1,3,-0.6022907346526122,21,0,1,0,0,1,0,0,0,0,1
20,1,0,-0.19609863085678267,24,1,1,0,0,0,1,0,1,0,0
40,3,4,-0.6781416161642243,24,7,0,1,0,1,0,1,0,0,0
32,1,1,-0.829488935815899,6,1,1,0,0,1,0,0,1,0,0
23,2,0,-0.6483683729540588,24,1,1,0,0,0,1,1,0,0,0
36,1,0,0.343718624013242,24,0,0,1,0,1,0,0,1,0,0
31,2,0,-0.17589535867845607,18,1,0,1,0,1,0,0,0,0,1
32,2,0,0.2097390295674972,24,0,0,1,1,0,0,0,0,0,1
45,2,0,-0.33397710238957296,7,5,1,0,0,1,0,0,1,0,0
30,2,0,-0.8340966996460436,9,4,1,0,0,1,0,0,1,0,0
34,1,0,-0.508363241191971,24,3,1,0,1,0,0,0,1,0,0
28,3,0,0.027555136591008247,36,4,1,0,0,1,0,0,0,0,1
23,2,0,-0.7075604160028403,10,4,1,0,0,1,0,0,0,1,0
22,2,2,-0.15710985998632784,24,4,0,1,0,1,0,1,0,0,0
74,3,0,0.444734984904875,24,0,0,1,0,1,0,0,0,0,1
50,2,1,-0.2127574693196134,36,5,1,0,1,0,0,0,1,0,0
33,2,0,-0.43251235968035884,18,5,0,1,0,1,0,0,0,0,1
45,2,4,-0.6986993317141005,15,1,0,1,1,0,0,0,0,0,1
22,2,1,-0.896833176410321,12,2,1,0,0,1,0,1,0,0,0
48,1,1,-0.7199659340070759,10,1,1,0,1,0,0,0,0,1,0
29,2,3,0.030390683563404963,21,5,1,0,0,1,0,1,0,0,0
22,2,0,0.12786261073954205,24,1,1,0,0,0,1,1,0,0,0
22,2,0,-0.518642098966909,18,4,1,0,0,1,0,0,0,0,1
48,3,4,3.166151191662623,48,0,0,1,0,1,0,0,1,0,0
27,3,4,2.0861622385510237,60,5,0,1,1,0,0,0,1,0,0
37,2,0,0.143458119087724,6,1,0,1,0,0,1,1,0,0,0
21,2,1,0.06016392677357048,30,4,1,0,0,0,1,0,1,0,0
49,1,0,-0.9326319569368295,12,1,0,1,0,1,0,0,0,0,1
27,2,0,0.13495147817053385,21,0,0,1,0,1,0,0,1,0,0
32,2,0,-0.6171773562576949,18,1,0,1,0,1,0,0,0,0,1
38,2,4,0.22781564151652628,48,0,0,1,0,1,0,0,0,0,1
22,2,0,-0.5009199303894296,12,4,1,0,0,0,1,1,0,0,0
65,2,0,-0.23792294869963423,18,5,0,1,1,0,0,1,0,0,0
35,2,4,-0.4580322824319293,15,5,0,1,0,1,0,0,0,0,1
41,2,0,-0.4094735405296355,6,4,0,1,0,1,0,0,0,1,0
29,2,1,-0.6501405898118068,9,1,0,1,0,1,0,0,1,0,0
36,2,2,0.27318439307487374,42,4,0,1,0,1,0,0,0,0,1
64,1,4,0.19875128504945994,9,3,0,1,0,1,0,0,0,0,1
28,2,0,0.13778702514293056,24,5,1,0,0,1,0,1,0,0,0
44,2,0,-0.6090251587120543,18,4,0,1,0,1,0,1,0,0,0
23,2,4,-0.6476594862109596,15,5,0,1,0,1,0,0,1,0,0
19,2,0,-0.4576778390603797,9,4,1,0,0,0,1,0,0,0,1
25,1,0,-0.6792049462788731,24,1,1,0,0,1,0,0,1,0,0
47,2,0,-0.6657360981599887,12,3,0,1,0,1,0,0,0,0,1
28,2,2,-0.6717616354763317,24,5,1,0,0,1,0,0,0,0,1
21,2,0,4.388626380137157,60,5,0,1,0,1,0,0,0,0,1
34,2,0,-0.6302917610050297,12,5,1,0,0,1,0,0,0,0,1
26,2,0,0.38944181894313906,42,5,0,1,0,1,0,1,0,0,0
27,0,0,-0.8936431860663747,18,3,1,0,0,1,0,1,0,0,0
38,1,0,-0.6958637847417037,15,6,0,1,0,1,0,0,1,0,0
40,3,1,0.47911599194518517,15,3,0,1,0,1,0,0,0,0,1
33,2,0,-0.5034010339902767,24,5,0,1,0,1,0,0,0,0,1
32,3,0,-0.4931221762153386,18,5,0,1,0,1,0,1,0,0,0
27,2,4,1.6689823902371568,36,0,0,1,0,0,1,0,0,0,1
32,2,0,0.4649382570832016,30,4,0,1,0,1,0,1,0,0,0
26,2,2,-0.6682172017608358,12,1,1,0,0,1,0,0,0,0,1
38,2,0,-0.8238178418711055,24,1,0,1,1,0,0,0,0,1,0
40,1,0,-0.9170364485886475,12,3,0,1,0,0,1,1,0,0,0
50,3,0,1.4903429309761638,48,3,0,1,1,0,0,1,0,0,0
37,1,0,-0.47823555461025585,12,4,0,1,0,1,0,0,1,0,0
45,2,0,-0.3431926300498623,24,1,0,1,0,1,0,1,0,0,0
42,3,1,1.7065533876214134,36,1,0,1,0,1,0,0,1,0,0
35,2,0,-0.3279515650732299,24,1,0,1,0,1,0,0,0,0,1
22,2,0,0.24872780043795206,14,1,0,1,1,0,0,1,0,0,0
41,1,0,-0.8447300007925314,12,1,0,1,0,1,0,0,1,0,0
37,2,4,2.463644429251336,48,5,0,1,0,1,0,0,0,0,1
28,2,0,0.33662975658225025,30,0,1,0,0,1,0,0,1,0,0
41,2,0,1.0951385716983717,18,4,0,1,0,1,0,0,1,0,0
23,2,0,-0.6997626618287492,12,5,0,1,0,0,1,0,0,1,0
23,2,4,-0.8404766803339363,12,1,0,1,0,1,0,1,0,0,0
50,2,0,-0.3651681190859368,21,4,0,1,0,1,0,0,0,0,1
35,3,0,-0.7873101746014979,6,4,0,1,0,1,0,0,1,0,0
50,1,0,-0.7883735047161466,6,3,1,0,0,1,0,0,0,1,0
27,3,0,1.078479733235541,24,7,0,1,0,1,0,0,0,0,1
34,2,3,0.07965831220879789,30,4,0,1,0,1,0,0,1,0,0
27,2,0,0.1197104131939015,48,0,1,0,0,1,0,0,0,0,1
43,2,0,0.5570935336860948,12,1,0,1,0,0,1,1,0,0,0
47,2,0,-0.09012006276345544,30,5,0,1,0,1,0,0,0,1,0
27,1,1,0.3075654001151839,24,0,0,1,0,1,0,0,0,0,1
31,2,1,0.8757381247091758,36,0,0,1,0,1,0,0,0,0,1
42,3,0,2.5146842747544773,60,1,0,1,0,1,0,0,0,0,1
24,2,2,-0.42223350190542075,6,1,0,1,0,1,0,0,0,0,1
41,1,2,-0.24501181613062603,21,0,0,1,0,1,0,0,0,0,1
26,3,0,0.4461527583910734,30,5,1,0,0,0,1,0,0,0,1
33,2,0,0.6659076487518188,24,4,0,1,0,1,0,0,0,0,1
24,2,1,0.8236349490913861,72,5,0,1,0,1,0,0,1,0,0
64,1,0,-0.31448271695434554,24,5,0,1,0,0,1,1,0,0,0
26,2,0,-0.6444694958670133,18,5,1,0,0,1,0,0,0,0,1
56,2,0,-0.6143418092852982,6,3,1,0,0,1,0,0,0,0,1
37,2,4,-0.35169927096705245,12,5,0,1,1,0,0,0,0,0,1
33,2,0,-0.6356084115782735,15,5,0,1,0,1,0,0,0,0,1
47,2,0,0.6492488102889881,24,5,0,1,1,0,0,0,0,0,1
31,1,1,2.3342725986357364,36,0,0,1,0,1,0,0,1,0,0
34,2,4,1.1539761713756034,60,1,0,1,1,0,0,0,0,0,1
27,2,4,-0.6820404932512698,10,5,0,1,0,1,0,0,0,1,0
30,2,1,-0.1450587853536418,36,1,0,1,1,0,0,0,1,0,0
35,2,1,-0.18369311285254705,9,5,0,1,0,1,0,0,0,0,1
31,2,3,0.13459703479898424,12,1,0,1,0,1,0,1,0,0,0
25,2,0,-0.8138934274677171,15,4,0,1,0,1,0,1,0,0,0
25,1,1,-0.22693520418159696,15,6,1,0,0,1,0,0,1,0,0
29,2,1,-0.13300771072095577,24,5,0,1,0,1,0,0,1,0,0
44,1,4,0.512079225499297,6,1,0,1,0,1,0,1,0,0,0
28,2,0,-0.34992705410930447,24,5,0,1,0,1,0,0,0,0,1
50,2,2,-0.7213837074932742,6,1,0,1,0,0,1,0,0,0,1
29,2,0,-0.7685246759093696,12,5,0,1,0,1,0,0,1,0,0
38,0,0,-0.831261152673647,12,1,1,0,0,1,0,0,0,0,1
24,2,0,-0.5214776459393058,18,5,0,1,0,1,0,0,0,0,1
40,3,0,-0.4842610919265989,15,3,0,1,0,0,1,0,0,1,0
29,1,2,-0.7614358084783778,12,4,1,0,0,0,1,0,0,0,1
46,2,0,1.0845052705518838,48,1,0,1,1,0,0,1,0,0,0
47,2,1,-0.6714071921047821,24,5,1,0,1,0,0,0,0,1,0
41,2,1,-0.2723039557399444,30,0,0,1,0,1,0,0,1,0,0
32,2,0,-0.26344287145120465,27,0,1,0,0,1,0,0,1,0,0
35,2,2,0.7275807954014474,15,1,1,0,1,0,0,0,0,0,1
24,2,1,1.16567280263674,48,1,0,1,0,1,0,0,1,0,0
25,2,0,-0.10713334459783573,12,4,1,0,0,0,1,0,1,0,0
25,2,0,-0.7320170086397619,9,5,1,0,0,1,0,0,1,0,0
37,1,0,-0.4087646537865363,9,5,0,1,0,1,0,0,1,0,0
32,3,2,-0.9365308340238749,18,5,0,1,0,1,0,0,0,0,1
35,2,0,-0.7348525556121586,6,3,1,0,1,0,0,1,0,0,0
46,3,4,-0.2818739267717833,21,1,0,1,0,1,0,0,0,0,1
25,1,0,-0.756119157905134,9,5,0,1,0,1,0,1,0,0,0
27,3,0,3.812301457997524,60,1,0,1,0,1,0,0,1,0,0
63,2,4,1.5328761355621146,30,1,0,1,0,1,0,0,0,0,1
40,2,4,-0.06885346047048008,30,5,0,1,0,1,0,0,0,0,1
32,3,0,-0.6260384405464346,18,5,0,1,1,0,0,0,0,0,1
31,2,4,-0.043687981090459224,24,5,0,1,0,1,0,0,0,1,0
31,2,1,1.019642133558309,20,1,0,1,0,1,0,0,1,0,0
34,3,0,-0.6855849269667657,9,5,0,1,0,1,0,0,0,1,0
24,2,3,-1.0060017348475945,6,3,1,0,0,0,1,0,1,0,0
24,1,0,-0.7242192544656709,12,1,1,0,0,1,0,1,0,0,0
66,1,2,-0.8794654512043911,9,5,1,0,0,1,0,0,1,0,0
21,2,0,-0.2485562498461219,27,1,1,0,0,0,1,0,0,0,1
41,1,3,-1.0708648718411693,6,1,1,0,0,1,0,0,0,0,1
47,1,2,-0.6930282377693071,15,5,0,1,0,1,0,0,0,0,1
25,2,0,-0.49241328947223945,18,5,1,0,0,0,1,1,0,0,0
59,2,0,1.1146329571335991,48,0,1,0,0,0,1,0,1,0,0
36,2,3,-0.7075604160028403,24,0,0,1,0,1,0,0,0,1,0
33,2,0,1.1100251933034544,24,5,0,1,0,1,0,0,1,0,0
21,1,0,-0.45519673545953254,24,5,0,1,0,0,1,1,0,0,0
44,1,0,-0.8900987523508788,8,5,1,0,0,1,0,0,1,0,0
28,2,3,-0.23685961858498547,24,1,1,0,0,0,1,0,0,0,1
37,2,0,0.038542881109045524,4,1,1,0,0,1,0,0,0,0,1
29,0,4,0.2547533377542951,36,2,1,0,0,1,0,0,1,0,0
23,3,0,2.937889660384687,24,1,1,0,0,0,1,0,1,0,0
35,1,1,0.39298625265863496,18,1,0,1,0,1,0,1,0,0,0
